review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"f72cbbf3302cb0b1","f72cbbf3302cb0b1646a40bfdfcd63468587475ac5186ea500232e546103cd69","DISC-G2-A1-CS-L0001","g2/a1/cs|Geschwister|idx:234|lv and study.*|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-5c42323cf9d1005e","crowdin-staging/g2/cs-a1.json","Geschwister|idx:234","lv and study.*","brāļi un māsas","Geschwister","","{""lv"":""Bratři a sestry"",""study.translation"":""Bratři a sestry • Sourozenci"",""study.explanation"":""[\""Hlavní myšlenka: Geschwister znamená sourozence, tedy bratry a sestry dohromady.\"",\""Toto slovo se běžně používá v množném čísle.\"",\""Pro jednu osobu se používá Bruder nebo Schwester.\""]"",""study.examples"":""[{\""de\"":\""Ich habe zwei Geschwister.\"",\""lv\"":\""Mám dva sourozence.\""},{\""de\"":\""Meine Geschwister wohnen in Berlin.\"",\""lv\"":\""Moji sourozenci žijí v Berlíně.\""}]"",""study.comparison"":""[{\""word\"":\""Geschwister\"",\""meaning\"":\""sourozenci • bratři a sestry\"",\""example\"":\""Meine Geschwister – moji sourozenci\""},{\""word\"":\""Bruder\"",\""meaning\"":\""bratr\"",\""example\"":\""mein Bruder – můj bratr\""},{\""word\"":\""Schwester\"",\""meaning\"":\""sestra\"",\""example\"":\""meine Schwester – moje sestra\""}]"",""study.tip"":""[\""Geschwister se běžně používá v množném čísle.\"",\""Pro jednu osobu použijte Bruder nebo Schwester.\""]"",""study.important"":""[\""Pro běžnou A1 němčinu nepoužívejte ein Geschwister jako standardní jednotné číslo.\""]""}","{""lv"":""Bratři a sestry"",""study.translation"":""Bratři a sestry • Sourozenci"",""study.explanation"":""[\""Hlavní myšlenka: Geschwister znamená sourozence, tedy bratry a sestry dohromady.\"",\""Toto slovo se běžně používá v množném čísle.\"",\""Pro jednu osobu se používá Bruder nebo Schwester.\""]"",""study.examples"":""[{\""de\"":\""Ich habe zwei Geschwister.\"",\""lv\"":\""Mám dva sourozence.\""},{\""de\"":\""Meine Geschwister wohnen in Berlin.\"",\""lv\"":\""Moji sourozenci žijí v Berlíně.\""}]"",""study.comparison"":""[{\""word\"":\""Geschwister\"",\""meaning\"":\""sourozenci • bratři a sestry\"",\""example\"":\""Meine Geschwister – moji sourozenci\""},{\""word\"":\""Bruder\"",\""meaning\"":\""bratr\"",\""example\"":\""mein Bruder – můj bratr\""},{\""word\"":\""Schwester\"",\""meaning\"":\""sestra\"",\""example\"":\""meine Schwester – moje sestra\""}]"",""study.tip"":""[\""Geschwister se běžně používá v množném čísle.\"",\""Pro jednu osobu použijte Bruder nebo Schwester.\""]"",""study.important"":""[\""Pro běžnou A1 němčinu nepoužívejte ein Geschwister jako standardní jednotné číslo.\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"e653f9b800c56e1b","e653f9b800c56e1b3706eae3abe122aa81349f890939e00f7b79d21f9a40d7ef","DISC-G2-A1-HU-L0009","g2/a1/hu|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/hu-a1.json","blau|idx:100","lv","zils","blau","","Kék","Kék","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"d5387d613520b9fa","d5387d613520b9fa5ea37b818fbe908b4c634e7b5425646665c02cd46881285b","DISC-G2-A1-LT-L0009","g2/a1/lt|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/lt-a1.json","blau|idx:100","lv","zils","blau","","mėlynas","mėlynas","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"aad2baebbf0ac9c3","aad2baebbf0ac9c3ede8d4ca6672b0dd560c96e6c5e0e621079cfba4d97a280e","DISC-G2-A1-MK-L0009","g2/a1/mk|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","mk","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/mk-a1.json","blau|idx:100","lv","zils","blau","","Сина","Сина","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"f30695c179818886","f30695c1798188867ee987f6d93a26bd0bbb6232026da22c16c38904ee62f5ef","DISC-G2-A1-PL-L0009","g2/a1/pl|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","pl","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/pl-a1.json","blau|idx:100","lv","zils","blau","","Niebieski","Niebieski","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"ace12e602be123e6","ace12e602be123e62e9be6e3cbd994a24eb754cf7897ec330c6c93710695452e","DISC-G2-A1-SK-L0009","g2/a1/sk|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/sk-a1.json","blau|idx:100","lv","zils","blau","","Modrá","Modrá","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"559e54f5c6349f12","559e54f5c6349f12b84df22798bac1c3951f10100ce4f73488b961f514b15880","DISC-G2-A1-SL-L0009","g2/a1/sl|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sl","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/sl-a1.json","blau|idx:100","lv","zils","blau","","moder","moder","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"b51df8465d3495e7","b51df8465d3495e7940201b55d5af519c178e72446971adf95a10f37f8453063","DISC-G2-A1-SV-L0009","g2/a1/sv|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/sv-a1.json","blau|idx:100","lv","zils","blau","","Sinine","Sinine","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"e20dd9258f8c3bfe","e20dd9258f8c3bfe9559226eb2172d8785683f14018e840f263d45e92b87335e","DISC-G2-A1-UK-L0009","g2/a1/uk|blau|idx:100|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-5d9e67c922f68609","crowdin-staging/g2/uk-a1.json","blau|idx:100","lv","zils","blau","","блакитний","блакитний","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"4ee2b7e3c32939a5","4ee2b7e3c32939a59fbf230161b2f9f395e4cd7eb09ff61f5d82fd780af12f6b","DISC-G2-A1-UK-L0003","g2/a1/uk|geben|idx:223|lv, study.translation, study.comparison|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-5da3e0a90ff0e6cf","crowdin-staging/g2/uk-a1.json","geben|idx:223","lv, study.translation, study.comparison","dot","geben","","{""lv"":""дарувати"",""study.translation"":""дарувати"",""study.comparison"":""[{\""word\"":\""geben\"",\""meaning\"":\""дарувати\"",\""example\"":\""Gib mir das Buch.\""},{\""word\"":\""nehmen\"",\""meaning\"":\""брати / брати\"",\""example\"":\""Ich nehme das Buch.\""},{\""word\"":\""bekommen\"",\""meaning\"":\""отримати / отримати\"",\""example\"":\""Ich bekomme ein Geschenk.\""},{\""word\"":\""bringen\"",\""meaning\"":\""принести / доставити\"",\""example\"":\""Ich bringe dir das Buch.\""}]""}","{""lv"":""дарувати"",""study.translation"":""дарувати"",""study.comparison"":""[{\""word\"":\""geben\"",\""meaning\"":\""дарувати\"",\""example\"":\""Gib mir das Buch.\""},{\""word\"":\""nehmen\"",\""meaning\"":\""брати / брати\"",\""example\"":\""Ich nehme das Buch.\""},{\""word\"":\""bekommen\"",\""meaning\"":\""отримати / отримати\"",\""example\"":\""Ich bekomme ein Geschenk.\""},{\""word\"":\""bringen\"",\""meaning\"":\""принести / доставити\"",\""example\"":\""Ich bringe dir das Buch.\""}]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"3e1650799ede92a0","3e1650799ede92a007dce5280374a876ea97d0a91cebe8e855ddc6fc3d6580b8","DISC-G2-A1-FR-L0001","g2/a1/fr|probieren|idx:482|lv, study.*|SOURCE_LV_ISSUE|gpt-5.6-luna","fr","SRC-LV-5db1b45b7eb0e1e8","crowdin-staging/g2/fr-a1.json","probieren|idx:482","lv, study.*","izmēģināt • nogaršot","probieren","","{""lv"":""A essayer • A déguster"",""study.translation"":""A essayer • A déguster"",""study.explanation"":""[\""Idée principale : probieren signifie essayer ou goûter.\"",\""Lorsqu’il s’agit de nourriture ou de boisson, probieren signifie souvent goûter.\"",\""Lorsqu’il s’agit d’une action, d’une méthode ou d’une chose, tester signifie essayer.\"",\""Ce n’est pas la même chose que prüfen, ce qui signifie vérifier plus attentivement.\""]"",""study.examples"":""[{\""de\"":\""Probier mal die Suppe!\"",\""lv\"":\""Goûtez la soupe !\""},{\""de\"":\""Ich möchte den Kuchen probieren.\"",\""lv\"":\""Je veux goûter le gâteau.\""},{\""de\"":\""Wir probieren eine neue Methode.\"",\""lv\"":\""Nous essayons une nouvelle méthode.\""},{\""de\"":\""Kann ich die Jacke anprobieren?\"",\""lv\"":\""Puis-je essayer la veste\""}]"",""study.comparison"":""[{\""word\"":\""probieren\"",\""meaning\"":\""Essayer / goûter\"",\""example\"":\""Goûte la soupe!\""},{\""word\"":\""versuchen\"",\""meaning\"":\""Pour essayer\"",\""example\"":\""J'essaie.\""},{\""word\"":\""prüfen\"",\""meaning\"":\""Pour vérifier\"",\""example\"":\""Je vérifie la facture.\""},{\""word\"":\""anprobieren\"",\""meaning\"":\""A essayer\"",\""example\"":\""J'essaie la veste.\""}]"",""study.tip"":""{\""text\"":\""Rappelez-vous : nourriture → probieren = goûter.\""}"",""study.important"":""[\""Probieren n'est pas le mot principal pour désigner un examen formel.\"",\""Vérifier un document ou une facture est généralement prüfen.\""]""}","{""lv"":""A essayer • A déguster"",""study.translation"":""A essayer • A déguster"",""study.explanation"":""[\""Idée principale : probieren signifie essayer ou goûter.\"",\""Lorsqu’il s’agit de nourriture ou de boisson, probieren signifie souvent goûter.\"",\""Lorsqu’il s’agit d’une action, d’une méthode ou d’une chose, tester signifie essayer.\"",\""Ce n’est pas la même chose que prüfen, ce qui signifie vérifier plus attentivement.\""]"",""study.examples"":""[{\""de\"":\""Probier mal die Suppe!\"",\""lv\"":\""Goûtez la soupe !\""},{\""de\"":\""Ich möchte den Kuchen probieren.\"",\""lv\"":\""Je veux goûter le gâteau.\""},{\""de\"":\""Wir probieren eine neue Methode.\"",\""lv\"":\""Nous essayons une nouvelle méthode.\""},{\""de\"":\""Kann ich die Jacke anprobieren?\"",\""lv\"":\""Puis-je essayer la veste\""}]"",""study.comparison"":""[{\""word\"":\""probieren\"",\""meaning\"":\""Essayer / goûter\"",\""example\"":\""Goûte la soupe!\""},{\""word\"":\""versuchen\"",\""meaning\"":\""Pour essayer\"",\""example\"":\""J'essaie.\""},{\""word\"":\""prüfen\"",\""meaning\"":\""Pour vérifier\"",\""example\"":\""Je vérifie la facture.\""},{\""word\"":\""anprobieren\"",\""meaning\"":\""A essayer\"",\""example\"":\""J'essaie la veste.\""}]"",""study.tip"":""{\""text\"":\""Rappelez-vous : nourriture → probieren = goûter.\""}"",""study.important"":""[\""Probieren n'est pas le mot principal pour désigner un examen formel.\"",\""Vérifier un document ou une facture est généralement prüfen.\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"9695ad570a1aac62","9695ad570a1aac6243a863e116152dc76c9b90cd4f30119ebff609a5396ec2c1","DISC-G2-A1-FR-L0001","g2/a1/fr|haben|idx:261|lv; study|SOURCE_LV_ISSUE|gpt-5.6-luna","fr","SRC-LV-5df50d4bb1606146","crowdin-staging/g2/fr-a1.json","haben|idx:261","lv; study","man ir","haben","","{""lv"":""J'ai"",""study.translation"":""J'ai"",""study.explanation"":""[\""Idée principale : haben signifie que quelqu'un a ou a accès à quelque chose.\"",\""La construction française « J'ai / tu as » en allemand est nominative + haben : Ich habe..., Du hast..., Er hat... — pas *mir habe.\"",\""Haben est suivi de l'accusatif : Ich habe ein Auto. = J'ai une voiture.\"",\""Haben est également utilisé comme verbe auxiliaire au parfait : Ich habe gelernt.\""]"",""study.examples"":""[{\""de\"":\""Ich habe ein Auto.\"",\""lv\"":\""J'ai une voiture\""},{\""de\"":\""Hast du Zeit?\"",\""lv\"":\""As-tu le temps\""},{\""de\"":\""Wir haben Hunger.\"",\""lv\"":\""Nous avons faim.\""},{\""de\"":\""Ich habe das gemacht.\"",\""lv\"":\""Je l'ai fait\""}]"",""study.comparison"":""[{\""word\"":\""haben\"",\""meaning\"":\""J'ai\"",\""example\"":\""J'ai du temps. = J'ai du temps.\""},{\""word\"":\""sein\"",\""meaning\"":\""Être\"",\""example\"":\""Je suis ici. = Je suis ici.\""},{\""word\"":\""bekommen\"",\""meaning\"":\""Pour recevoir\"",\""example\"":\""Je reçois un cadeau. = Je reçois un cadeau.\""},{\""word\"":\""machen\"",\""meaning\"":\""Faire/faire\"",\""example\"":\""Je fais ça. = Je fais ça.\""}]"",""study.tip"":""{\""text\"":\""Atceries : Ich habe → man ir.\""}"",""study.important"":""[\""Letton \\\""J'ai\\\"" = allemand Ich habe + accusatif. N'utilisez pas le datif : faux *mir habe.\"",\""Avec sein et datif : Mir ist kalt. = J'ai froid. (ce n'est pas haben !)\"",\""Parfait : Ich habe gelernt = j'ai appris.\""]""}","{""lv"":""J'ai"",""study.translation"":""J'ai"",""study.explanation"":""[\""Idée principale : haben signifie que quelqu'un a ou a accès à quelque chose.\"",\""La construction française « J'ai / tu as » en allemand est nominative + haben : Ich habe..., Du hast..., Er hat... — pas *mir habe.\"",\""Haben est suivi de l'accusatif : Ich habe ein Auto. = J'ai une voiture.\"",\""Haben est également utilisé comme verbe auxiliaire au parfait : Ich habe gelernt.\""]"",""study.examples"":""[{\""de\"":\""Ich habe ein Auto.\"",\""lv\"":\""J'ai une voiture\""},{\""de\"":\""Hast du Zeit?\"",\""lv\"":\""As-tu le temps\""},{\""de\"":\""Wir haben Hunger.\"",\""lv\"":\""Nous avons faim.\""},{\""de\"":\""Ich habe das gemacht.\"",\""lv\"":\""Je l'ai fait\""}]"",""study.comparison"":""[{\""word\"":\""haben\"",\""meaning\"":\""J'ai\"",\""example\"":\""J'ai du temps. = J'ai du temps.\""},{\""word\"":\""sein\"",\""meaning\"":\""Être\"",\""example\"":\""Je suis ici. = Je suis ici.\""},{\""word\"":\""bekommen\"",\""meaning\"":\""Pour recevoir\"",\""example\"":\""Je reçois un cadeau. = Je reçois un cadeau.\""},{\""word\"":\""machen\"",\""meaning\"":\""Faire/faire\"",\""example\"":\""Je fais ça. = Je fais ça.\""}]"",""study.tip"":""{\""text\"":\""Atceries : Ich habe → man ir.\""}"",""study.important"":""[\""Letton \\\""J'ai\\\"" = allemand Ich habe + accusatif. N'utilisez pas le datif : faux *mir habe.\"",\""Avec sein et datif : Mir ist kalt. = J'ai froid. (ce n'est pas haben !)\"",\""Parfait : Ich habe gelernt = j'ai appris.\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"d9ad32e1d30aca32","d9ad32e1d30aca32595d560cb5b209b0d02c3ba96de18b54ed6af4c6152c1642","DISC-G2-A1-UK-L0001","g2/a1/uk|haben|idx:261|lv; study|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-5df50d4bb1606146","crowdin-staging/g2/uk-a1.json","haben|idx:261","lv; study","man ir","haben","","{""lv"":""я маю"",""study.translation"":""я маю"",""study.explanation"":""[\""Головна думка: haben означає, що хтось має або має доступ до чогось.\"",\""Латвійська давальна конструкція «я маю / ти маєш» у німецькій мові виглядає як називний відмінок + haben: Ich habe ..., Du hast ..., Er hat ... — а не *mir habe.\"",\""Після haben йде знахідний відмінок: Ich habe ein Auto. = У мене є машина.\"",\""haben також використовується як допоміжне дієслово в перфекті: Ich habe gelernt.\""]"",""study.examples"":""[{\""de\"":\""Ich habe ein Auto.\"",\""lv\"":\""у мене є машина\""},{\""de\"":\""Hast du Zeit?\"",\""lv\"":\""у вас є час?\""},{\""de\"":\""Wir haben Hunger.\"",\""lv\"":\""ми голодні.\""},{\""de\"":\""Ich habe das gemacht.\"",\""lv\"":\""я зробив це\""}]"",""study.comparison"":""[{\""word\"":\""haben\"",\""meaning\"":\""я маю\"",\""example\"":\""Ich habe Zeit. = У мене є час.\""},{\""word\"":\""sein\"",\""meaning\"":\""бути\"",\""example\"":\""Ich bin hier. = Я тут.\""},{\""word\"":\""bekommen\"",\""meaning\"":\""отримати\"",\""example\"":\""Ich bekomme ein Geschenk. = Я отримую подарунок.\""},{\""word\"":\""machen\"",\""meaning\"":\""робити / робити\"",\""example\"":\""Ich mache das. = Я це роблю.\""}]"",""study.tip"":""{\""text\"":\""Пам'ятай: Ich habe → Я маю.\""}"",""study.important"":""[\""українське «у мене є» = німецьке Ich habe + знахідний відмінок. Давальний відмінок не вживайте: неправильно *mir habe.\"",\""З sein і давальним: Mir ist kalt. = Мені холодно. (це не haben!)\"",\""Ідеально: Ich habe gelernt = Я вчився.\""]""}","{""lv"":""я маю"",""study.translation"":""я маю"",""study.explanation"":""[\""Головна думка: haben означає, що хтось має або має доступ до чогось.\"",\""Латвійська давальна конструкція «я маю / ти маєш» у німецькій мові виглядає як називний відмінок + haben: Ich habe ..., Du hast ..., Er hat ... — а не *mir habe.\"",\""Після haben йде знахідний відмінок: Ich habe ein Auto. = У мене є машина.\"",\""haben також використовується як допоміжне дієслово в перфекті: Ich habe gelernt.\""]"",""study.examples"":""[{\""de\"":\""Ich habe ein Auto.\"",\""lv\"":\""у мене є машина\""},{\""de\"":\""Hast du Zeit?\"",\""lv\"":\""у вас є час?\""},{\""de\"":\""Wir haben Hunger.\"",\""lv\"":\""ми голодні.\""},{\""de\"":\""Ich habe das gemacht.\"",\""lv\"":\""я зробив це\""}]"",""study.comparison"":""[{\""word\"":\""haben\"",\""meaning\"":\""я маю\"",\""example\"":\""Ich habe Zeit. = У мене є час.\""},{\""word\"":\""sein\"",\""meaning\"":\""бути\"",\""example\"":\""Ich bin hier. = Я тут.\""},{\""word\"":\""bekommen\"",\""meaning\"":\""отримати\"",\""example\"":\""Ich bekomme ein Geschenk. = Я отримую подарунок.\""},{\""word\"":\""machen\"",\""meaning\"":\""робити / робити\"",\""example\"":\""Ich mache das. = Я це роблю.\""}]"",""study.tip"":""{\""text\"":\""Пам'ятай: Ich habe → Я маю.\""}"",""study.important"":""[\""українське «у мене є» = німецьке Ich habe + знахідний відмінок. Давальний відмінок не вживайте: неправильно *mir habe.\"",\""З sein і давальним: Mir ist kalt. = Мені холодно. (це не haben!)\"",\""Ідеально: Ich habe gelernt = Я вчився.\""]""}","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","",""
"9433d7c5c9d68909","9433d7c5c9d68909f942bfc9f0791e257b783cdc73692206a439fbf53f0e6a1f","DISC-G2-A1-EN-L0006","g2/a1/en|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","en","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/en-a1.json","alle|idx:7","lv","visi","alle","","Everyone","Everyone","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"fe54290340112e45","fe54290340112e45c91e4fbf1bbfbf21fbdb72bb2c962d8eed0bed8273d5dfec","DISC-G2-A1-ET-L0006","g2/a1/et|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/et-a1.json","alle|idx:7","lv","visi","alle","","kõik","kõik","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"8e973d71067e5005","8e973d71067e500536376723fe1407855aec1f2e54b3a9445b4b3b80cc1af63d","DISC-G2-A1-GR-L0006","g2/a1/gr|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","gr","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/gr-a1.json","alle|idx:7","lv","visi","alle","","Πάντα","Πάντα","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"07a41544e823b0fd","07a41544e823b0fdb13ee5ed1abb0c4d838aa8e5142571e7fd2edd5e1273e3c1","DISC-G2-A1-HU-L0006","g2/a1/hu|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/hu-a1.json","alle|idx:7","lv","visi","alle","","Mindenki","Mindenki","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"ffdee6893e8420a6","ffdee6893e8420a695df050631afe56cc23e9d1a71f61d4edccae9e4d24026e2","DISC-G2-A1-LT-L0006","g2/a1/lt|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","lt","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/lt-a1.json","alle|idx:7","lv","visi","alle","","visi","visi","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"4846a797f914d819","4846a797f914d819480f5411e38e13b59f226a9b7c8b56f76208113af538d15c","DISC-G2-A1-MK-L0006","g2/a1/mk|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","mk","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/mk-a1.json","alle|idx:7","lv","visi","alle","","Всеки","Всеки","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"59ddd431fd44708d","59ddd431fd44708d79a0f82d22cf99cd1618db7c88c23db0e08b0917aef32f65","DISC-G2-A1-PL-L0006","g2/a1/pl|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","pl","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/pl-a1.json","alle|idx:7","lv","visi","alle","","Wszyscy","Wszyscy","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"cc0e1d09c01c976c","cc0e1d09c01c976c01c9126d4d415879f427f36c5c6037dcb970319f903d712c","DISC-G2-A1-RO-L0006","g2/a1/ro|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ro","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/ro-a1.json","alle|idx:7","lv","visi","alle","","Toată lumea","Toată lumea","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"741640c06a5e0830","741640c06a5e0830bc0377077ae05debc21917d81ce20fda3ed6974544b29b0f","DISC-G2-A1-RU-L0006","g2/a1/ru|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ru","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/ru-a1.json","alle|idx:7","lv","visi","alle","","Каждый","Каждый","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"e1a6976fd032a11a","e1a6976fd032a11abb53b1e0b5ca21cf2c709880cac2180e5632881a3e4c6d35","DISC-G2-A1-SL-L0006","g2/a1/sl|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sl","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/sl-a1.json","alle|idx:7","lv","visi","alle","","vsi","vsi","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
"0bcf143f34d2e906","0bcf143f34d2e906dc8c38c548c3a1cdd01264655f907ca3b59fc234618cffc3","DISC-G2-A1-UK-L0006","g2/a1/uk|alle|idx:7|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","uk","SRC-LV-5e8c25a28c25f7b7","crowdin-staging/g2/uk-a1.json","alle|idx:7","lv","visi","alle","","кожен","кожен","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","",""
