escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-006","BATCH-076","32bdae74d0417519","32bdae74d04175197494e6d188d0925b225d6cb22be4e5f5fcb75562d71126ce","DISC-G2-A1-FI-L0009","g2/a1/fi|hier|idx:282|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","hier|idx:282","lv","šeit","hier","","Siin","Siin","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Siin"" de_reference=""hier"""
"ESC-006","BATCH-080","f5fa3ff2c5772173","f5fa3ff2c5772173dd1db2ad7b993c5bbf3667f227df00d6c2bae5084c718c46","DISC-G2-A1-FI-L0010","g2/a1/fi|Hilfe|idx:283|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Hilfe|idx:283","lv","palīdzība","Hilfe","","Abi","Abi","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Abi"" de_reference=""Hilfe"""
"ESC-006","BATCH-078","641bb4a44d0809eb","641bb4a44d0809eb6e596b914c9a29cd9132010a42801c54a9f1661837ad3d2e","DISC-G2-A1-FI-L0011","g2/a1/fi|hinter|idx:284|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","hinter|idx:284","lv","aiz","hinter","","Taga","Taga","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Taga"" de_reference=""hinter"""
"ESC-006","BATCH-079","ac68af37e003c531","ac68af37e003c531fffc33301cddf150d67d30ed6d23dbf6da556902eaa9e6b1","DISC-G2-A1-FI-L0005","g2/a1/fi|hoch|idx:285|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","hoch|idx:285","lv","augsts","hoch","","Kõrge","Kõrge","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Kõrge"" de_reference=""hoch"""
"ESC-006","BATCH-077","37ce522826b43fbc","37ce522826b43fbc50e98592dade86a8cc6aa6052fede9e0b034944c833a262d","DISC-G2-A1-FI-L0012","g2/a1/fi|höflich|idx:286|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","höflich|idx:286","lv","pieklājīgs","höflich","","Viisakas","Viisakas","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Viisakas"" de_reference=""höflich"""
"ESC-006","BATCH-076","0846119e8541ecf7","0846119e8541ecf7c30855ab80befa8892fcd72e6cb68fe0484ac234cfaf4964","DISC-G2-A1-FI-L0001","g2/a1/fi|hören|idx:287|lv/study|LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","hören|idx:287","lv/study","dzirdēt • klausīties","hören","","{""lv"":""Kuulma • Kuulama"",""study.translation"":""Kuulma • Kuulama"",""study.explanation"":""[\""Põhiidee: Kuulda heli või kuulata muusikat.\"",\""Hören tähendab peamiselt: heli tajuma.\"",\""Sageli kirjeldab: helisid.\"",\""Hören kasutatakse helide, muusika ja selle kohta, mida kuuldakse.\""]"",""study.examples"":""[{\""de\"":\""Ich höre Musik.\"",\""lv\"":\""Ma kuulan muusikat.\""},{\""de\"":\""Die Kinder hören eine Geschichte.\"",\""lv\"":\""Lapsed kuulavad lugu.\""},{\""de\"":\""Ich höre dich.\"",\""lv\"":\""Ma kuulen sind.\""}]"",""study.tip"":""[\""Kuulla ääntä tai kuunnella musiikkia.\"",\""Käytä hören, kun konteksti vastaa tätä merkitystä.\""]"",""study.important"":""[\""hören = kuulla/kuunnella ääntä.\"",\""Kuulla ääntä tai kuunnella musiikkia.\""]""}","{""lv"":""Kuulma • Kuulama"",""study.translation"":""Kuulma • Kuulama"",""study.explanation"":""[\""Põhiidee: Kuulda heli või kuulata muusikat.\"",\""Hören tähendab peamiselt: heli tajuma.\"",\""Sageli kirjeldab: helisid.\"",\""Hören kasutatakse helide, muusika ja selle kohta, mida kuuldakse.\""]"",""study.examples"":""[{\""de\"":\""Ich höre Musik.\"",\""lv\"":\""Ma kuulan muusikat.\""},{\""de\"":\""Die Kinder hören eine Geschichte.\"",\""lv\"":\""Lapsed kuulavad lugu.\""},{\""de\"":\""Ich höre dich.\"",\""lv\"":\""Ma kuulen sind.\""}]"",""study.tip"":""[\""Kuulla ääntä tai kuunnella musiikkia.\"",\""Käytä hören, kun konteksti vastaa tätä merkitystä.\""]"",""study.important"":""[\""hören = kuulla/kuunnella ääntä.\"",\""Kuulla ääntä tai kuunnella musiikkia.\""]""}","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=fi field=lv/study composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-006","BATCH-076","2611278bb8f00e35","2611278bb8f00e35354bde847f88bd26010215e5f01a8d95c8da18ea0243a275","DISC-G2-A1-FI-L0002","g2/a1/fi|hübsch|idx:288|lv/study|LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","hübsch|idx:288","lv/study","glīts","hübsch","","{""lv"":""kaunis"",""study.translation"":""kaunis"",""study.explanation"":""[\""Pääajatus: hübsch tarkoittaa kaunista, houkuttelevaa tai sympatiaa herättävää ulkonäköä.\"",\""hübsch usein kuvailee henkilön, vaatteen, huoneen tai esineen ulkonäköä.\"",\""Latvian kieli mukava on joissakin yhteyksissä mahdollista, mutta se on liian laaja pääkäännökseksi.\"",\""Persoonallisuutta tai ystävällistä käytöstä saksassa yleensä kuvataan sanalla nett.\""]"",""study.examples"":""[{\""de\"":\""Sie trägt ein hübsches Kleid.\"",\""lv\"":\""Hänellä on kaunis puku.\""},{\""de\"":\""Das Zimmer ist hübsch.\"",\""lv\"":\""Huone on kaunis.\""},{\""de\"":\""Das ist ein hübsches Bild.\"",\""lv\"":\""Se on kaunis kuva.\""}]"",""study.comparison"":""[{\""word\"":\""hübsch\"",\""meaning\"":\""kaunis • houkutteleva ulkonäöllään\"",\""example\"":\""Das ist ein hübsches Kleid. – Se on kaunis puku.\""},{\""word\"":\""schön\"",\""meaning\"":\""kaunis • miellyttävä\"",\""example\"":\""Der Garten ist schön. – Puutarha on kaunis.\""},{\""word\"":\""nett\"",\""meaning\"":\""mukava • ystävällinen\"",\""example\"":\""Sie ist sehr nett. – Hän on hyvin mukava.\""}]"",""study.tip"":""{\""text\"":\""Atceries: hübsch galvenokārt raksturo glītu izskatu, bet nett biežāk raksturo jauku cilvēku vai izturēšanos.\""}"",""study.important"":""[\""hübsch ei ole yleinen käännös sanalle mukava.\"",\""Persoonallisuudelle tai ystävälliselle käytökselle sopii yleensä paremmin nett.\""]""}","{""lv"":""kaunis"",""study.translation"":""kaunis"",""study.explanation"":""[\""Pääajatus: hübsch tarkoittaa kaunista, houkuttelevaa tai sympatiaa herättävää ulkonäköä.\"",\""hübsch usein kuvailee henkilön, vaatteen, huoneen tai esineen ulkonäköä.\"",\""Latvian kieli mukava on joissakin yhteyksissä mahdollista, mutta se on liian laaja pääkäännökseksi.\"",\""Persoonallisuutta tai ystävällistä käytöstä saksassa yleensä kuvataan sanalla nett.\""]"",""study.examples"":""[{\""de\"":\""Sie trägt ein hübsches Kleid.\"",\""lv\"":\""Hänellä on kaunis puku.\""},{\""de\"":\""Das Zimmer ist hübsch.\"",\""lv\"":\""Huone on kaunis.\""},{\""de\"":\""Das ist ein hübsches Bild.\"",\""lv\"":\""Se on kaunis kuva.\""}]"",""study.comparison"":""[{\""word\"":\""hübsch\"",\""meaning\"":\""kaunis • houkutteleva ulkonäöllään\"",\""example\"":\""Das ist ein hübsches Kleid. – Se on kaunis puku.\""},{\""word\"":\""schön\"",\""meaning\"":\""kaunis • miellyttävä\"",\""example\"":\""Der Garten ist schön. – Puutarha on kaunis.\""},{\""word\"":\""nett\"",\""meaning\"":\""mukava • ystävällinen\"",\""example\"":\""Sie ist sehr nett. – Hän on hyvin mukava.\""}]"",""study.tip"":""{\""text\"":\""Atceries: hübsch galvenokārt raksturo glītu izskatu, bet nett biežāk raksturo jauku cilvēku vai izturēšanos.\""}"",""study.important"":""[\""hübsch ei ole yleinen käännös sanalle mukava.\"",\""Persoonallisuudelle tai ystävälliselle käytökselle sopii yleensä paremmin nett.\""]""}","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=fi field=lv/study composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-006","BATCH-078","6b22003d7e0afa04","6b22003d7e0afa048b215edaa3cdaa9f4ffaa5b6c0f47df1e2a8c1f95d61c97f","DISC-G2-A1-FI-L0013","g2/a1/fi|hundert|idx:289|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","hundert|idx:289","lv","simts","hundert","","Sada","Sada","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Sada"" de_reference=""hundert"""
"ESC-006","BATCH-076","31559fce5b1916c0","31559fce5b1916c0fda8c92359ef8fc07d11de8f7137c22d2887c8256350de4f","DISC-G2-A1-FI-L0014","g2/a1/fi|hungrig|idx:290|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","hungrig|idx:290","lv","izsalcis","hungrig","","Näljane","Näljane","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Näljane"" de_reference=""hungrig"""
"ESC-006","BATCH-078","6b4f41fabe16c667","6b4f41fabe16c6670854c94d5eb4dabf42e6de6f0ca19659054922917638e8c9","DISC-G2-A1-FI-L0015","g2/a1/fi|ich|idx:291|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","ich|idx:291","lv","es","ich","","Mina","Mina","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Mina"" de_reference=""ich"""
"ESC-006","BATCH-079","9e1ad69b0702108f","9e1ad69b0702108fb58a74e53ca858d6167a9232b95aec6b33cacbb16548adda","DISC-G2-A1-FI-L0003","g2/a1/fi|ihr|idx:292|lv/study|LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","ihr|idx:292","lv/study","jūs • viņai","ihr","","{""lv"":""Teie • Temale"",""study.translation"":""Teie • Temale"",""study.explanation"":""[\""Põhiidee: ihr on kaks erinevat ühesuguse kirjapildiga asesõna — mitme inimese poole pöördumine (teie) ja asesõna sie Dativi vorm (talle/tema).\"",\""Väikese ihr tõlgitakse mitme inimese poole pöördumisel sõnaga teie (Kommt ihr mit? = Kas te tulete kaasa?).\"",\""Ihr omastava asesõnana tähendab tema (ihr Buch = tema raamat).\"",\""Ihr Dativi vormina (sõnast sie) tähendab talle (Ich gebe ihr das Buch. = Ma annan talle raamatu.).\"",\""Tegusõna vorm (kommt, habt) näitab, et jutt on sõnast teie — mitme inimese poole pöördumisest.\"",\""Viisakas pöördumine on alati Sie suure algustähega, mitte ihr.\""]"",""study.examples"":""[{\""de\"":\""Kommt ihr heute Abend?\"",\""lv\"":\""Kas te tulete täna õhtul?\""},{\""de\"":\""Ich gebe ihr das Buch.\"",\""lv\"":\""Ma annan talle raamatu.\""},{\""de\"":\""Wo wohnt ihr?\"",\""lv\"":\""Kus te elate?\""},{\""de\"":\""Er schreibt ihr einen Brief.\"",\""lv\"":\""Ta kirjutab talle kirja.\""},{\""de\"":\""Habt ihr Zeit?\"",\""lv\"":\""Kas teil on aega?\""},{\""de\"":\""Das ist ihr Auto.\"",\""lv\"":\""See on tema auto.\""}]"",""study.tip"":""[\""ihr verbin dsk. muodolla (kommt, habt) = te; ihr sanan kanssa datiivin tai omistuksen merkityksessä = hänelle/hänen.\"",\""Tarkista: Habt ihr...? / Kommt ihr...? = te; Ich gebe ihr... / ihr Buch = hänelle/hänen.\""]"",""study.important"":""[\""ihr = te (puhuminen useille) TAI hänelle (datiivi) TAI hänen (omistus) — riippuen kontekstista.\"",\""Kohtelias puhuminen on aina Sie isolla alkukirjaimella, ei ihr.\"",\""Väärin: Ihr (kohtelias) → Oikein: Sie.\""]""}","{""lv"":""Teie • Temale"",""study.translation"":""Teie • Temale"",""study.explanation"":""[\""Põhiidee: ihr on kaks erinevat ühesuguse kirjapildiga asesõna — mitme inimese poole pöördumine (teie) ja asesõna sie Dativi vorm (talle/tema).\"",\""Väikese ihr tõlgitakse mitme inimese poole pöördumisel sõnaga teie (Kommt ihr mit? = Kas te tulete kaasa?).\"",\""Ihr omastava asesõnana tähendab tema (ihr Buch = tema raamat).\"",\""Ihr Dativi vormina (sõnast sie) tähendab talle (Ich gebe ihr das Buch. = Ma annan talle raamatu.).\"",\""Tegusõna vorm (kommt, habt) näitab, et jutt on sõnast teie — mitme inimese poole pöördumisest.\"",\""Viisakas pöördumine on alati Sie suure algustähega, mitte ihr.\""]"",""study.examples"":""[{\""de\"":\""Kommt ihr heute Abend?\"",\""lv\"":\""Kas te tulete täna õhtul?\""},{\""de\"":\""Ich gebe ihr das Buch.\"",\""lv\"":\""Ma annan talle raamatu.\""},{\""de\"":\""Wo wohnt ihr?\"",\""lv\"":\""Kus te elate?\""},{\""de\"":\""Er schreibt ihr einen Brief.\"",\""lv\"":\""Ta kirjutab talle kirja.\""},{\""de\"":\""Habt ihr Zeit?\"",\""lv\"":\""Kas teil on aega?\""},{\""de\"":\""Das ist ihr Auto.\"",\""lv\"":\""See on tema auto.\""}]"",""study.tip"":""[\""ihr verbin dsk. muodolla (kommt, habt) = te; ihr sanan kanssa datiivin tai omistuksen merkityksessä = hänelle/hänen.\"",\""Tarkista: Habt ihr...? / Kommt ihr...? = te; Ich gebe ihr... / ihr Buch = hänelle/hänen.\""]"",""study.important"":""[\""ihr = te (puhuminen useille) TAI hänelle (datiivi) TAI hänen (omistus) — riippuen kontekstista.\"",\""Kohtelias puhuminen on aina Sie isolla alkukirjaimella, ei ihr.\"",\""Väärin: Ihr (kohtelias) → Oikein: Sie.\""]""}","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=fi field=lv/study composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-006","BATCH-081","fd137c39b67ccca3","fd137c39b67ccca3c62d9740f3b0cf5398dfc83b1dedbea7db2b1c12f71b303f","DISC-G2-A1-FI-L0004","g2/a1/fi|im|idx:293|lv/study|LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","im|idx:293","lv/study","iekšā (-ā) • kur?","im","","{""lv"":""Sees (-s) • Kus?"",""study.translation"":""Sees (-s) • Kus?"",""study.explanation"":""[\""Im on eessõna in ja artikli dem lühend.\"",\""Täisvorm: in dem (Dativ).\"",\""Kasutatakse mees- ja kesksoost nimisõnadega, kui vastatakse küsimusele kus? — asukoht.\"",\""Ajaga ja aastaaegadega: im Januar, im Sommer, im Winter.\"",\""Praktikas kasutatakse peaaegu alati im, mitte täisvormi in dem.\""]"",""study.examples"":""[{\""de\"":\""Ich bin im Park.\"",\""lv\"":\""Ma olen pargis.\""},{\""de\"":\""Wir wohnen im Zentrum.\"",\""lv\"":\""Me elame kesklinnas.\""},{\""de\"":\""Im Sommer ist es warm.\"",\""lv\"":\""Suvel on soe.\""},{\""de\"":\""Er arbeitet im Büro.\"",\""lv\"":\""Ta töötab kontoris.\""},{\""de\"":\""Das Kind spielt im Garten.\"",\""lv\"":\""Laps mängib aias.\""},{\""de\"":\""Im Januar fahre ich nach Wien.\"",\""lv\"":\""Jaanuaris sõidan ma Viini.\""},{\""de\"":\""Sie ist im Kino.\"",\""lv\"":\""Ta on kinos.\""},{\""de\"":\""Wir treffen uns im Restaurant.\"",\""lv\"":\""Me kohtume restoranis.\""}]"",""study.comparison"":""[{\""word\"":\""im\"",\""meaning\"":\""Sees, kus? (Dativ)\"",\""example\"":\""im Park – Pargis\""},{\""word\"":\""ins\"",\""meaning\"":\""Sisse, kuhu? (Akk.)\"",\""example\"":\""ins Kino – Kinno\""},{\""word\"":\""in\"",\""meaning\"":\""Sees / sisse (ilma artiklita)\"",\""example\"":\""in Berlin – Berliinis\""},{\""word\"":\""am\"",\""meaning\"":\""Juures, kus? (Dativ)\"",\""example\"":\""am Fenster – Akna juures\""},{\""word\"":\""auf\"",\""meaning\"":\""Pinnal\"",\""example\"":\""auf dem Tisch – Laual\""}]"",""study.tip"":""[\""Muista: in + dem → im (missä?, missä?).\"",\""Minne? → ins; missä? → im — älä sekoita näitä kahta!\""]"",""study.important"":""[\""im = in dem, vain maskuliinisella tai neutraalilla substantiivilla missä? taivutuksessa.\"",\""Vastaa kysymykseen missä?, ei minne? — asuinpaikka, ei liike.\"",\""Kuukausilla ja vuodenaikoilla: im März, im Herbst.\"",\""Feminiinille: in der Schule, ei im Schule.\""]""}","{""lv"":""Sees (-s) • Kus?"",""study.translation"":""Sees (-s) • Kus?"",""study.explanation"":""[\""Im on eessõna in ja artikli dem lühend.\"",\""Täisvorm: in dem (Dativ).\"",\""Kasutatakse mees- ja kesksoost nimisõnadega, kui vastatakse küsimusele kus? — asukoht.\"",\""Ajaga ja aastaaegadega: im Januar, im Sommer, im Winter.\"",\""Praktikas kasutatakse peaaegu alati im, mitte täisvormi in dem.\""]"",""study.examples"":""[{\""de\"":\""Ich bin im Park.\"",\""lv\"":\""Ma olen pargis.\""},{\""de\"":\""Wir wohnen im Zentrum.\"",\""lv\"":\""Me elame kesklinnas.\""},{\""de\"":\""Im Sommer ist es warm.\"",\""lv\"":\""Suvel on soe.\""},{\""de\"":\""Er arbeitet im Büro.\"",\""lv\"":\""Ta töötab kontoris.\""},{\""de\"":\""Das Kind spielt im Garten.\"",\""lv\"":\""Laps mängib aias.\""},{\""de\"":\""Im Januar fahre ich nach Wien.\"",\""lv\"":\""Jaanuaris sõidan ma Viini.\""},{\""de\"":\""Sie ist im Kino.\"",\""lv\"":\""Ta on kinos.\""},{\""de\"":\""Wir treffen uns im Restaurant.\"",\""lv\"":\""Me kohtume restoranis.\""}]"",""study.comparison"":""[{\""word\"":\""im\"",\""meaning\"":\""Sees, kus? (Dativ)\"",\""example\"":\""im Park – Pargis\""},{\""word\"":\""ins\"",\""meaning\"":\""Sisse, kuhu? (Akk.)\"",\""example\"":\""ins Kino – Kinno\""},{\""word\"":\""in\"",\""meaning\"":\""Sees / sisse (ilma artiklita)\"",\""example\"":\""in Berlin – Berliinis\""},{\""word\"":\""am\"",\""meaning\"":\""Juures, kus? (Dativ)\"",\""example\"":\""am Fenster – Akna juures\""},{\""word\"":\""auf\"",\""meaning\"":\""Pinnal\"",\""example\"":\""auf dem Tisch – Laual\""}]"",""study.tip"":""[\""Muista: in + dem → im (missä?, missä?).\"",\""Minne? → ins; missä? → im — älä sekoita näitä kahta!\""]"",""study.important"":""[\""im = in dem, vain maskuliinisella tai neutraalilla substantiivilla missä? taivutuksessa.\"",\""Vastaa kysymykseen missä?, ei minne? — asuinpaikka, ei liike.\"",\""Kuukausilla ja vuodenaikoilla: im März, im Herbst.\"",\""Feminiinille: in der Schule, ei im Schule.\""]""}","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=fi field=lv/study composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-006","BATCH-078","652d926069d6b198","652d926069d6b198c473c6c2debc1c6270e6c51afa6fff88bf4ecb5f0bb8f3ff","DISC-G2-A1-FI-L0016","g2/a1/fi|immer|idx:294|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","immer|idx:294","lv","vienmēr","immer","","Alati","Alati","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Alati"" de_reference=""immer"""
