escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-046","BATCH-107","088800d8db270b7b","088800d8db270b7b9bce273718a5d5848888f25e8b9e67924b9536dd64e4abbe","DISC-G2-A1-NB-L0025","g2/a1/nb|beste|idx:86|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","beste|idx:86","lv","vislabākais","beste","","Parim","Parim","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","best","For beste|idx:86, path lv, “Parim” is linguistically wrong, malformed, or incomplete for German “beste” and LV “vislabākais”. Replace it with the individually reviewed nb wording “best”."
"ESC-046","BATCH-108","63733949dfb917c4","63733949dfb917c400edf115ee8032331e2e5b291dc8d8333b290a377302206a","DISC-G2-A1-NB-L0001","g2/a1/nb|Besucher|idx:88|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Besucher|idx:88","lv","apmeklētājs","Besucher","","Külastaja","Külastaja","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","besøkende","For Besucher|idx:88, path lv, “Külastaja” is linguistically wrong, malformed, or incomplete for German “Besucher” and LV “apmeklētājs”. Replace it with the individually reviewed nb wording “besøkende”."
"ESC-046","BATCH-107","099a0c116a008f3d","099a0c116a008f3d422ce4cc131dfbf4a52585aaac04f932e663d7eb86e73452","DISC-G2-A1-NB-L0005","g2/a1/nb|Bier|idx:96|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Bier|idx:96","lv","alus","Bier","","Õlu","Õlu","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","øl","For Bier|idx:96, path lv, “Õlu” is linguistically wrong, malformed, or incomplete for German “Bier” and LV “alus”. Replace it with the individually reviewed nb wording “øl”."
"ESC-046","BATCH-107","1d5c36dbef7fd607","1d5c36dbef7fd60786ebfddb090080220ae0a3bd5e1a51bc561fb31acdf71dee","DISC-G2-A1-NB-L0006","g2/a1/nb|Bild|idx:97|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Bild|idx:97","lv","attēls","Bild","","Pil","Pil","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","bilde","For Bild|idx:97, path lv, “Pil” is linguistically wrong, malformed, or incomplete for German “Bild” and LV “attēls”. Replace it with the individually reviewed nb wording “bilde”."
"ESC-046","BATCH-108","6164bb3a9ad62481","6164bb3a9ad624811cd91ec9f7d2f8707ea3f3d6dfd7ae13161864b6c650d189","DISC-G2-A1-NB-L0004","g2/a1/nb|billig|idx:95|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","billig|idx:95","lv","lēts","billig","","Odav","Odav","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","billig","For billig|idx:95, path lv, “Odav” is linguistically wrong, malformed, or incomplete for German “billig” and LV “lēts”. Replace it with the individually reviewed nb wording “billig”."
"ESC-046","BATCH-107","1feeddeb183d7a85","1feeddeb183d7a8567222433bc847af67916e431c9bc94e0fc42412ed8ccf322","DISC-G2-A1-NB-L0003","g2/a1/nb|bisschen|idx:92|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","bisschen|idx:92","lv","mazliet","bisschen","","Natttid","Natttid","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","litt","For bisschen|idx:92, path lv, “Natttid” is linguistically wrong, malformed, or incomplete for German “bisschen” and LV “mazliet”. Replace it with the individually reviewed nb wording “litt”."
"ESC-046","BATCH-170","612c7ab0cdf867d5","612c7ab0cdf867d5d050a45630828d0f7606a7636207faaacda77729f5c4a7a7","DISC-G2-A1-NB-L0001","g2/a1/nb|bitte|idx:93|study|TRANSLATION_ERROR|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","bitte|idx:93","study","lūdzu","bitte","","{""study.translation"":""Palun"",""study.explanation"":""[\""Põhiidee: Viisakussõna knejse algustähega. Kasutatakse viisakuse ekspretamieks — palun.\"",\""Bitte gejättä säytä: viisakus.\"",\""Sägeli sägeliktab: viisakussõna.\""]"",""study.examples"":""[{\""de\"":\""Eine Tasse Kaffee, bitte.\"",\""lv\"":\""Palun!\""},{\""de\"":\""Komm bitte herein.\"",\""lv\"":\""Palun!\""},{\""de\"":\""Bitte schön!\"",\""lv\"":\""Üks tass kaffi, palun.\""},{\""de\"":\""Kann ich bitte fragen?\"",\""lv\"":\""Hva skal du gjøre?\""},{\""de\"":\""Ich habe eine Bitte.\"",\""lv\"":\""Mul på üks palve.\""},{\""de\"":\""Die Bitte ist wichtig.\"",\""lv\"":\""Palve på viktig.\""}]"",""study.comparison"":""[{\""word\"":\""bitte\"",\""meaning\"":\""Palun\"",\""example\"":\""Komm bitte herein. – Vær så god, kom inn.\""},{\""word\"":\""die Bitte\"",\""meaning\"":\""Palve\"",\""example\"":\""Ich habe eine Bitte. – Jeg har en anmodning.\""}]"",""study.tip"":""[\""Mazais bitte = lūdzu (Bitte schön!, Kaffee, bitte). die Bitte ar lielo burtu = lūgums (eine Bitte, meine Bitte).\"",\""Pieklājības vārds ar mazo burtu. Lieto, lai būtu pieklājīgi — lūdzu.\""]"",""study.important"":""[\""bitte stāv ar mazo burtu — tas ir pieklājības vārds, ne lietvārds.\"",\""die Bitte ar lielo burtu un artikulu die ir lietvārds.\"",\""Daudzskaitlis: die Bitten (lūgumi).\""]""}","{""study.translation"":""Palun"",""study.explanation"":""[\""Põhiidee: Viisakussõna knejse algustähega. Kasutatakse viisakuse ekspretamieks — palun.\"",\""Bitte gejättä säytä: viisakus.\"",\""Sägeli sägeliktab: viisakussõna.\""]"",""study.examples"":""[{\""de\"":\""Eine Tasse Kaffee, bitte.\"",\""lv\"":\""Palun!\""},{\""de\"":\""Komm bitte herein.\"",\""lv\"":\""Palun!\""},{\""de\"":\""Bitte schön!\"",\""lv\"":\""Üks tass kaffi, palun.\""},{\""de\"":\""Kann ich bitte fragen?\"",\""lv\"":\""Hva skal du gjøre?\""},{\""de\"":\""Ich habe eine Bitte.\"",\""lv\"":\""Mul på üks palve.\""},{\""de\"":\""Die Bitte ist wichtig.\"",\""lv\"":\""Palve på viktig.\""}]"",""study.comparison"":""[{\""word\"":\""bitte\"",\""meaning\"":\""Palun\"",\""example\"":\""Komm bitte herein. – Vær så god, kom inn.\""},{\""word\"":\""die Bitte\"",\""meaning\"":\""Palve\"",\""example\"":\""Ich habe eine Bitte. – Jeg har en anmodning.\""}]"",""study.tip"":""[\""Mazais bitte = lūdzu (Bitte schön!, Kaffee, bitte). die Bitte ar lielo burtu = lūgums (eine Bitte, meine Bitte).\"",\""Pieklājības vārds ar mazo burtu. Lieto, lai būtu pieklājīgi — lūdzu.\""]"",""study.important"":""[\""bitte stāv ar mazo burtu — tas ir pieklājības vārds, ne lietvārds.\"",\""die Bitte ar lielo burtu un artikulu die ir lietvārds.\"",\""Daudzskaitlis: die Bitten (lūgumi).\""]""}","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","For bitte|idx:93, path study captures several nested target-language values. The reviewed payload begins “{""study.translation"":""Palun"",""study.explanation"":""[\""Põhiidee: Viisakussõna knejse algustähega. Kasutatakse viisakuse ekspretamieks — palun.\"",\""Bitt…”; against German “bitte” and LV “lūdzu”, the row does not identify which nested field should receive one exact replacement, so it remains PENDING until field-level values are separated."
"ESC-046","BATCH-171","f4c7d979af7fa481","f4c7d979af7fa481f4efe9b00af008a9eeb0f556051013039864387752dff438","DISC-G2-A1-NB-L0002","g2/a1/nb|Bitte|idx:94|study|TRANSLATION_ERROR|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Bitte|idx:94","study","lūgums","Bitte","","{""study.translation"":""Palve"",""study.explanation"":""[\""Põhiidee: Nimisõna artikliga die ja suure algustähega. Konkreetne palve või tautlus.\"",\""Die Bitte geschäfte sichten: viisakus.\"",\""Sägeli sägeliktab: viisakussõna.\"",\""Die Bitte gejättättä: palve/soov.\""]"",""study.examples"":""[{\""de\"":\""Ich habe eine Bitte.\"",\""lv\"":\""Mul på üks palve.\""},{\""de\"":\""Er erfüllt meine Bitte.\"",\""lv\"":\""Palun!\""},{\""de\"":\""Sie hat zwei Bitten.\"",\""lv\"":\""Üks tass kaffi, palun.\""},{\""de\"":\""Kann ich bitte fragen?\"",\""lv\"":\""Hva skal du gjøre?\""},{\""de\"":\""Ich habe eine Bitte.\"",\""lv\"":\""Mul på üks palve.\""},{\""de\"":\""Die Bitte ist wichtig.\"",\""lv\"":\""Palve på viktig.\""}]"",""study.comparison"":""[{\""word\"":\""die Bitte\"",\""meaning\"":\""Palve\"",\""example\"":\""Ich habe eine Bitte. – Jeg har en anmodning.\""},{\""word\"":\""bitte\"",\""meaning\"":\""Palun\"",\""example\"":\""Komm bitte herein. – Vær så god, kom inn.\""}]"",""study.tip"":""[\""Mazais bitte = lūdzu (Bitte schön!, Kaffee, bitte). die Bitte ar lielo burtu = lūgums (eine Bitte, meine Bitte).\"",\""Lietvārds ar artikulu die un lielo burtu. Konkrēts lūgums vai pieprasījums.\""]"",""study.important"":""[\""bitte stāv ar mazo burtu — tas ir pieklājības vārds, ne lietvārds.\"",\""die Bitte ar lielo burtu un artikulu die ir lietvārds.\"",\""Daudzskaitlis: die Bitten (lūgumi).\""]""}","{""study.translation"":""Palve"",""study.explanation"":""[\""Põhiidee: Nimisõna artikliga die ja suure algustähega. Konkreetne palve või tautlus.\"",\""Die Bitte geschäfte sichten: viisakus.\"",\""Sägeli sägeliktab: viisakussõna.\"",\""Die Bitte gejättättä: palve/soov.\""]"",""study.examples"":""[{\""de\"":\""Ich habe eine Bitte.\"",\""lv\"":\""Mul på üks palve.\""},{\""de\"":\""Er erfüllt meine Bitte.\"",\""lv\"":\""Palun!\""},{\""de\"":\""Sie hat zwei Bitten.\"",\""lv\"":\""Üks tass kaffi, palun.\""},{\""de\"":\""Kann ich bitte fragen?\"",\""lv\"":\""Hva skal du gjøre?\""},{\""de\"":\""Ich habe eine Bitte.\"",\""lv\"":\""Mul på üks palve.\""},{\""de\"":\""Die Bitte ist wichtig.\"",\""lv\"":\""Palve på viktig.\""}]"",""study.comparison"":""[{\""word\"":\""die Bitte\"",\""meaning\"":\""Palve\"",\""example\"":\""Ich habe eine Bitte. – Jeg har en anmodning.\""},{\""word\"":\""bitte\"",\""meaning\"":\""Palun\"",\""example\"":\""Komm bitte herein. – Vær så god, kom inn.\""}]"",""study.tip"":""[\""Mazais bitte = lūdzu (Bitte schön!, Kaffee, bitte). die Bitte ar lielo burtu = lūgums (eine Bitte, meine Bitte).\"",\""Lietvārds ar artikulu die un lielo burtu. Konkrēts lūgums vai pieprasījums.\""]"",""study.important"":""[\""bitte stāv ar mazo burtu — tas ir pieklājības vārds, ne lietvārds.\"",\""die Bitte ar lielo burtu un artikulu die ir lietvārds.\"",\""Daudzskaitlis: die Bitten (lūgumi).\""]""}","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","For Bitte|idx:94, path study captures several nested target-language values. The reviewed payload begins “{""study.translation"":""Palve"",""study.explanation"":""[\""Põhiidee: Nimisõna artikliga die ja suure algustähega. Konkreetne palve või tautlus.\"",\""Die Bit…”; against German “Bitte” and LV “lūgums”, the row does not identify which nested field should receive one exact replacement, so it remains PENDING until field-level values are separated."
"ESC-046","BATCH-111","f96e683f35a829bb","f96e683f35a829bb13722f66caf28c1aa97e54c6ac7f1a46d2025de35b16bc8e","DISC-G2-A1-NB-L0007","g2/a1/nb|bitten|idx:98|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","bitten|idx:98","lv","lūgt","bitten","","Paluma","Paluma","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","be","For bitten|idx:98, path lv, “Paluma” is linguistically wrong, malformed, or incomplete for German “bitten” and LV “lūgt”. Replace it with the individually reviewed nb wording “be”."
"ESC-046","BATCH-110","bcce750f652344ce","bcce750f652344ce584f17b288e0ca284d31adf25d8f0e10dee28ee8c5b3949a","DISC-G2-A1-NB-L0009","g2/a1/nb|blau|idx:100|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","blau|idx:100","lv","zils","blau","","Blå","Blå","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","blå","For blau|idx:100, path lv, “Blå” is linguistically wrong, malformed, or incomplete for German “blau” and LV “zils”. Replace it with the individually reviewed nb wording “blå”."
"ESC-046","BATCH-169","175f77503e56d6e0","175f77503e56d6e0934e42252b24e5606bd0d92724f5ed52ee6375c678627460","DISC-G2-A1-NB-L0003","g2/a1/nb|bleiben|idx:101|study|TRANSLATION_ERROR|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","bleiben|idx:101","study","palikt","bleiben","","{""study.translation"":""Jääma"",""study.explanation"":""[\""Hovedidé: bleiben betyr jäämist.\"",\""Bleiben brukes, kui otsebe või asi ei ähä ära ja jaeb samasse kohta või olekusse.\"",\""Se på sönade gehen ja fahren vastand, kui jutt på ära minekust.\"",\""Väga sage fraas på Ich bleibe zu Hause.\""]"",""study.examples"":""[{\""de\"":\""Ich bleibe zu Hause.\"",\""lv\"":\""Ma jään koju.\""},{\""de\"":\""Bleib hier!\"",\""lv\"":\""Kom igjen!\""},{\""de\"":\""Wir bleiben noch eine Stunde.\"",\""lv\"":\""Me jääme veel niëts tunniks.\""},{\""de\"":\""Ich gehe nach Hause.\"",\""lv\"":\""Ma þen koju.\""}]"",""study.comparison"":""[{\""word\"":\""bleiben\"",\""meaning\"":\""Jääma\"",\""example\"":\""Jeg blir her.\""},{\""word\"":\""gehen\"",\""meaning\"":\""Minema / பெர்பிய யார் மைம்\"",\""example\"":\""Jeg går hjem.\""},{\""word\"":\""fahren\"",\""meaning\"":\""Sõitma / sõikiga likuma\"",\""example\"":\""Jeg kjører hjem.\""},{\""word\"":\""warten\"",\""meaning\"":\""Ootama\"",\""example\"":\""Jeg venter her.\""}]"",""study.tip"":""{\""text\"":\""Atceries: neiet prom → bleiben; dodas prom kājām → gehen.\""}"",""study.important"":""[\""bleiben betyr å bli, ikke å vente.\"",\""Ich bleibe hier = Jeg blir her; Ich warte hier = Jeg venter her.\""]""}","{""study.translation"":""Jääma"",""study.explanation"":""[\""Hovedidé: bleiben betyr jäämist.\"",\""Bleiben brukes, kui otsebe või asi ei ähä ära ja jaeb samasse kohta või olekusse.\"",\""Se på sönade gehen ja fahren vastand, kui jutt på ära minekust.\"",\""Väga sage fraas på Ich bleibe zu Hause.\""]"",""study.examples"":""[{\""de\"":\""Ich bleibe zu Hause.\"",\""lv\"":\""Ma jään koju.\""},{\""de\"":\""Bleib hier!\"",\""lv\"":\""Kom igjen!\""},{\""de\"":\""Wir bleiben noch eine Stunde.\"",\""lv\"":\""Me jääme veel niëts tunniks.\""},{\""de\"":\""Ich gehe nach Hause.\"",\""lv\"":\""Ma þen koju.\""}]"",""study.comparison"":""[{\""word\"":\""bleiben\"",\""meaning\"":\""Jääma\"",\""example\"":\""Jeg blir her.\""},{\""word\"":\""gehen\"",\""meaning\"":\""Minema / பெர்பிய யார் மைம்\"",\""example\"":\""Jeg går hjem.\""},{\""word\"":\""fahren\"",\""meaning\"":\""Sõitma / sõikiga likuma\"",\""example\"":\""Jeg kjører hjem.\""},{\""word\"":\""warten\"",\""meaning\"":\""Ootama\"",\""example\"":\""Jeg venter her.\""}]"",""study.tip"":""{\""text\"":\""Atceries: neiet prom → bleiben; dodas prom kājām → gehen.\""}"",""study.important"":""[\""bleiben betyr å bli, ikke å vente.\"",\""Ich bleibe hier = Jeg blir her; Ich warte hier = Jeg venter her.\""]""}","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","For bleiben|idx:101, path study captures several nested target-language values. The reviewed payload begins “{""study.translation"":""Jääma"",""study.explanation"":""[\""Hovedidé: bleiben betyr jäämist.\"",\""Bleiben brukes, kui otsebe või asi ei ähä ära ja jaeb samas…”; against German “bleiben” and LV “palikt”, the row does not identify which nested field should receive one exact replacement, so it remains PENDING until field-level values are separated."
"ESC-046","BATCH-109","88127d1c607ec0cd","88127d1c607ec0cd63b091d5c80081c2a2a146bdf476757dd97a5726455e48f9","DISC-G2-A1-NB-L0010","g2/a1/nb|Bleistift|idx:102|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Bleistift|idx:102","lv","zīmulis","Bleistift","","Blyanter","Blyanter","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","blyant","For Bleistift|idx:102, path lv, “Blyanter” is linguistically wrong, malformed, or incomplete for German “Bleistift” and LV “zīmulis”. Replace it with the individually reviewed nb wording “blyant”."
"ESC-046","BATCH-186","dc7c2c45ad014dc0","dc7c2c45ad014dc033a288f378473a571469410703b4c07f04d9b128a2ab885c","DISC-G2-A1-NB-L0011","g2/a1/nb|blond|idx:103|lv|GRAMMAR|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","blond|idx:103","lv","blonds","blond","","Blond","Blond","PASS","","GRAMMAR","GRAMMAR_MORPHOLOGY_OR_FORM","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","OTHER_OWNER_REVIEW_REQUIRED","DECIDED","LABOT","blond","For blond|idx:103, path lv, “Blond” is linguistically wrong, malformed, or incomplete for German “blond” and LV “blonds”. Replace it with the individually reviewed nb wording “blond”."
"ESC-046","BATCH-111","ff48d5a08ceb2a23","ff48d5a08ceb2a236f101254452dc3dfb466f788ddc23148806cb743c93564c3","DISC-G2-A1-NB-L0013","g2/a1/nb|Boot|idx:105|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Boot|idx:105","lv","laiva","Boot","","Paat","Paat","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","båt","For Boot|idx:105, path lv, “Paat” is linguistically wrong, malformed, or incomplete for German “Boot” and LV “laiva”. Replace it with the individually reviewed nb wording “båt”."
"ESC-046","BATCH-109","964507702b0cbade","964507702b0cbade307f517f65667b40388ce7df052599db96341ff77b75dd2f","DISC-G2-A1-NB-L0014","g2/a1/nb|brauchen|idx:106|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","brauchen|idx:106","lv","vajadzēt","brauchen","","Wajama","Wajama","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","trenge","For brauchen|idx:106, path lv, “Wajama” is linguistically wrong, malformed, or incomplete for German “brauchen” and LV “vajadzēt”. Replace it with the individually reviewed nb wording “trenge”."
"ESC-046","BATCH-108","3e2be71cc0c95c5c","3e2be71cc0c95c5c4d948a1d7d9a2b053535cf24d47873b8bce037f099370a7c","DISC-G2-A1-NB-L0017","g2/a1/nb|Brief|idx:109|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Brief|idx:109","lv","vēstule","Brief","","Kiri","Kiri","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","brev","For Brief|idx:109, path lv, “Kiri” is linguistically wrong, malformed, or incomplete for German “Brief” and LV “vēstule”. Replace it with the individually reviewed nb wording “brev”."
"ESC-046","BATCH-109","91b59d0bf10219db","91b59d0bf10219db25f96c64c33b9c070f86ace5ef58a40d7333aa78c1ef3130","DISC-G2-A1-NB-L0018","g2/a1/nb|Brille|idx:110|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Brille|idx:110","lv","brilles","Brille","","Prillid","Prillid","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","LABOT","briller","For Brille|idx:110, path lv, “Prillid” is linguistically wrong, malformed, or incomplete for German “Brille” and LV “brilles”. Replace it with the individually reviewed nb wording “briller”."
