source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-097","131fad33551acc78","131fad33551acc781f6e453a60f46474295550a4ecf13563760ecbaf31a348ea","DISC-G2-A1-IS-L0004","g2/a1/is|Regenschirm|idx:494|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Regenschirm|idx:494","lv","lietussargs","Regenschirm","","Vihmavari","Vihmavari","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""regnhlíf""}","IS Regenschirm lv: ET Vihmavari→regnhlíf for lietussargs umbrella. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-101","fd83499d859b1112","fd83499d859b1112e2b5373200987dc6a4404b1886b4031ce67f88d34760dd4c","DISC-G2-A1-IS-L0005","g2/a1/is|regnen|idx:495|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","regnen|idx:495","lv","līt","regnen","","Vihma sadama","Vihma sadama","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""rigna""}","IS regnen lv: ET Vihma sadama→rigna for līt to rain. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-099","9a92e1d7e549fb88","9a92e1d7e549fb88e5d6732fbf96c2e14ce4e3b6953d70490456fc773abedd6d","DISC-G2-A1-IS-L0002","g2/a1/is|Reis|idx:496|lv, study.examples, study.important|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Reis|idx:496","lv, study.examples, study.important","rīsi","Reis","","{""lv"":""Ris"",""study.examples"":""[{\""de\"":\""Der Reis ist fertig.\"",\""lv\"":\""Risen er klar.\""},{\""de\"":\""Ich esse Reis.\"",\""lv\"":\""Ma soen riisi.\""},{\""de\"":\""Kochst du Reis?\"",\""lv\"":\""Hva er det?\""},{\""de\"":\""Der Reis schmeckt gut.\"",\""lv\"":\""Riis maisab hest.\""}]"",""study.important"":""[\""der Reis — á þýsku aðeins eintala (Der Reis ist..., ekki *sind).\"",\""Á íslensku er oft notað fleirtala: rísið er tilbúið.\""]""}","{""lv"":""Ris"",""study.examples"":""[{\""de\"":\""Der Reis ist fertig.\"",\""lv\"":\""Risen er klar.\""},{\""de\"":\""Ich esse Reis.\"",\""lv\"":\""Ma soen riisi.\""},{\""de\"":\""Kochst du Reis?\"",\""lv\"":\""Hva er det?\""},{\""de\"":\""Der Reis schmeckt gut.\"",\""lv\"":\""Riis maisab hest.\""}]"",""study.important"":""[\""der Reis — á þýsku aðeins eintala (Der Reis ist..., ekki *sind).\"",\""Á íslensku er oft notað fleirtala: rísið er tilbúið.\""]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""lv"":""hrísgrjón"",""study.examples[0].lv"":""Risið er tilbúið."",""study.examples[1].lv"":""Ég borða hrísgrjón."",""study.examples[2].lv"":""Ertu að elda hrísgrjón?"",""study.examples[3].lv"":""Hrísgrjónið bragðast vel."",""study.important[0]"":""der Reis — á þýsku aðeins eintala (Der Reis ist..., ekki *sind)."",""study.important[1]"":""Á íslensku er oft notað hrísgrjón eða risið: risið er tilbúið.""}","IS Reis composite: ET/NO Ris/Risen→hrísgrjón throughout lv/study for rīsi rice. DE untouched.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-163","2e8ff132dd7b59c6","2e8ff132dd7b59c6c194dbdba94660558d9db3c9502119dd55c9b63c097c6a6f","DISC-G2-A1-IS-L0006","g2/a1/is|richtig|idx:497|lv|MEANING_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","richtig|idx:497","lv","pareizs","richtig","","Høyre","Høyre","PASS","","MEANING_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""rétt""}","IS richtig lv: NO Høyre→rétt for pareizs correct/right. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","46f2649f268be142","46f2649f268be1426f97ef1ed648ed1cc9bc14a5e6a6f9f2696ec00ef55a729f","DISC-G2-A1-IS-L0007","g2/a1/is|rosa|idx:498|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","rosa|idx:498","lv","rozā","rosa","","Rose","Rose","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""bleikur""}","IS rosa lv: NO Rose→bleikur for rozā pink. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","ce28156c0c283491","ce28156c0c283491c7186937e85a59e83ae6a1086dfa8949436e44fcfc33b232","DISC-G2-A1-IS-L0011","g2/a1/is|Rose|idx:502|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Rose|idx:502","lv","roze","Rose","","Rose","Rose","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""rós""}","IS Rose lv: NO Rose→rós for roze rose flower. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","b78c552081ff458a","b78c552081ff458a1836d5ec954088aecbb2fa992dd0bfb43cb52b3350169f95","DISC-G2-A1-IS-L0008","g2/a1/is|rot|idx:499|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","rot|idx:499","lv","sarkans","rot","","Punane","Punane","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""rauður""}","IS rot lv: ET Punane→rauður for sarkans red. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","3b714e1d6b2f8a55","3b714e1d6b2f8a55a7e74b86eec38d8a8ae2ea427017da3d1e60617cf371f4e0","DISC-G2-A1-IS-L0009","g2/a1/is|rufen|idx:500|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","rufen|idx:500","lv","saukt","rufen","","Hüüdma","Hüüdma","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kalla""}","IS rufen lv: ET Hüüdma→kalla for saukt to call. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","4a07149057549fca","4a07149057549fca932dd69e9e48df96019a06eaaf88fff214182bcbd019cef2","DISC-G2-A1-IS-L0010","g2/a1/is|rund|idx:501|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","rund|idx:501","lv","apaļš","rund","","Ümmargune","Ümmargune","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""rundur""}","IS rund lv: ET Ümmargune→rundur for apaļš round. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-099","9f287ab4d4dd6815","9f287ab4d4dd6815c53611f9b915fe8abbe2c04654e1f04d7eefd11cc0f01dd0","DISC-G2-A1-IS-L0012","g2/a1/is|Sache|idx:503|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Sache|idx:503","lv","lieta","Sache","","Asia","Asia","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""hlutur""}","IS Sache lv: ET Asia→hlutur for lieta thing. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-099","92c430c72f66d196","92c430c72f66d196f447084b2ff7d9a91812edab846c47a9250506c420c76e12","DISC-G2-A1-IS-L0013","g2/a1/is|Saft|idx:504|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Saft|idx:504","lv","sula","Saft","","Mat","Mat","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""safi""}","IS Saft lv: ET Mat→safi for sula juice. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","34a91c9849fe964a","34a91c9849fe964a5ca73ab779e234dfbb822af768320671042b71be4d102231","DISC-G2-A1-IS-L0003","g2/a1/is|sagen|idx:505|lv, study|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","sagen|idx:505","lv, study","teikt","sagen","","{""lv"":""Ütlema"",""study.translation"":""Ütlema"",""study.explanation"":""[\""Põhiidee: Öelda konkreetne mätts, sõna või lause.\"",\""Ordtaket betyr: kontskeet määkt üttama.\"",\""Sägeli speltab: sõu/lauseid.\"",\""Ordet brukes spesielt öeldud teksi kohta.\""]"",""study.examples"":""[{\""de\"":\""Was hast du gesagt?\"",\""lv\"":\""Hva sa seaside?\""}]"",""study.comparison"":""[{\""word\"":\""sagen\"",\""meaning\"":\""Ütlema (konkret tekst)\"",\""example\"":\""Was hast du gesagt? – Hva sa seaside?\""},{\""word\"":\""sprechen\"",\""meaning\"":\""Kallema (keelt, westlema)\"",\""example\"":\""Ich spreche Deutsch. – Jeg snakker saxa keelt.\""}]"",""study.tip"":""[\""sagen = segja\"",\""Notaðu sagen þegar samhengið passar við þessa merkingu.\""]"",""study.important"":""[\""sagen = segja.\"",\""Segja ákveðna hugsun, orð eða setningu.\""]""}","{""lv"":""Ütlema"",""study.translation"":""Ütlema"",""study.explanation"":""[\""Põhiidee: Öelda konkreetne mätts, sõna või lause.\"",\""Ordtaket betyr: kontskeet määkt üttama.\"",\""Sägeli speltab: sõu/lauseid.\"",\""Ordet brukes spesielt öeldud teksi kohta.\""]"",""study.examples"":""[{\""de\"":\""Was hast du gesagt?\"",\""lv\"":\""Hva sa seaside?\""}]"",""study.comparison"":""[{\""word\"":\""sagen\"",\""meaning\"":\""Ütlema (konkret tekst)\"",\""example\"":\""Was hast du gesagt? – Hva sa seaside?\""},{\""word\"":\""sprechen\"",\""meaning\"":\""Kallema (keelt, westlema)\"",\""example\"":\""Ich spreche Deutsch. – Jeg snakker saxa keelt.\""}]"",""study.tip"":""[\""sagen = segja\"",\""Notaðu sagen þegar samhengið passar við þessa merkingu.\""]"",""study.important"":""[\""sagen = segja.\"",\""Segja ákveðna hugsun, orð eða setningu.\""]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""lv"":""segja"",""study.translation"":""segja"",""study.explanation"":[""Meginhugsun: sagen þýðir að segja eitthvað."",""Notað um ákveðin orð eða setningu sem einhver segir."",""sagen leggur áherslu á innihald þess sem er sagt."",""sprechen leggur meiri áherslu á tal eða tungumál.""],""study.examples[0].lv"":""Hvað sagðir þú?"",""study.comparison[0].meaning"":""segja (ákveðið)"",""study.comparison[0].example"":""Was hast du gesagt? – Hvað sagðir þú?"",""study.comparison[1].meaning"":""tala (tungumál)"",""study.comparison[1].example"":""Ich spreche Deutsch. – Ég tala þýsku."",""study.tip[0]"":""sagen = segja"",""study.tip[1]"":""Notaðu sagen þegar samhengið passar við þessa merkingu."",""study.important[0]"":""sagen = segja."",""study.important[1]"":""Segja ákveðna hugsun, orð eða setningu.""}","IS sagen composite: ET/NO Ütlema/sa seaside→segja throughout lv/study for teikt say. DE untouched.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-097","2858fa1752ca96b3","2858fa1752ca96b31ce828e8a16384aa1d9c5ba227ad223bd07e86b94b730646","DISC-G2-A1-IS-L0014","g2/a1/is|Salat|idx:506|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Salat|idx:506","lv","salāti","Salat","","Salat","Salat","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""salat""}","IS Salat lv: loan Salat→salat for salāti salad. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","479199326b886eff","479199326b886eff0391637bb488005e7654e954bc86b4b461e29938c1df2306","DISC-G2-A1-IS-L0012","g2/a1/is|Samstag|idx:566|lv|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Samstag|idx:566","lv","sestdiena","Samstag","","Laupaev","Laupaev","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""laugardagur""}","IS Samstag lv: ET Laupaev→laugardagur for sestdiena Saturday. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-163","26ebab4483cc0036","26ebab4483cc0036de837c50010b84121b7464c8689912371aa44bdeaa6378dd","DISC-G2-A1-IS-L0016","g2/a1/is|sauber|idx:508|lv|MEANING_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","sauber|idx:508","lv","tīrs","sauber","","Brumm","Brumm","PASS","","MEANING_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""hreinn""}","IS sauber lv: garbage Brumm→hreinn for tīrs clean. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","29ac9e4c5a60c3a5","29ac9e4c5a60c3a5d06f71a55d7c6e4b30f59302223739b9bd2aadeecf5cf5d4","DISC-G2-A1-IS-L0008","g2/a1/is|Sauna|idx:67|lv|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Sauna|idx:67","lv","sauna","Sauna","","Badstue","Badstue","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""gufubað""}","IS Sauna lv: NO Badstue→gufubað for sauna sauna/bath. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-099","aa530a466357df59","aa530a466357df59e0248d3dcd85545d58392a4d44529c1a21b110507f4c4326","DISC-G2-A1-IS-L0017","g2/a1/is|Schaf|idx:509|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Schaf|idx:509","lv","aita","Schaf","","Lam","Lam","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kind""}","IS Schaf lv: ET Lam→kind for aita sheep. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-098","4b9f11829706b3f2","4b9f11829706b3f24a685e7556876600d43cef82129b9914a1e6d6da0e621542","DISC-G2-A1-IS-L0004","g2/a1/is|schauen|idx:510|lv, study|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","schauen|idx:510","lv, study","skatīties","schauen","","{""lv"":""Klokke"",""study.translation"":""Klokke"",""study.explanation"":""[\""Hovedidé: Se aktivt på või pilku heita.\"",\""Schauen gejättä vaatama: aktiv vaatama.\"",\""Sagelie speltab: aktivitet.\"",\""Showet betyr aktivt vaatamist.\""]"",""study.examples"":""[{\""de\"":\""Ich schaue fern.\"",\""lv\"":\""Ma vaatan telerit.\""},{\""de\"":\""Wir schauen aus dem Fenster.\"",\""lv\"":\""Me vaatame akanst velge.\""},{\""de\"":\""Ich schaue fern.\"",\""lv\"":\""Ma vaatan telerit.\""}]"",""study.comparison"":""[{\""word\"":\""schauen\"",\""meaning\"":\""Vaatama (aktivt)\"",\""example\"":\""Ich schaue aus dem Fenster. – Ma vaatan akanst velge.\""},{\""word\"":\""sehen\"",\""meaning\"":\""Hensikt\"",\""example\"":\""Ich sehe dich. – Ma näen synd.\""}]"",""study.tip"":""[\""schauen = horfa\"",\""Notaðu schauen þegar samhengið passar við þessa merkingu.\""]"",""study.important"":""[\""schauen = horfa.\"",\""Virkt horfa eða skoða.\""]""}","{""lv"":""Klokke"",""study.translation"":""Klokke"",""study.explanation"":""[\""Hovedidé: Se aktivt på või pilku heita.\"",\""Schauen gejättä vaatama: aktiv vaatama.\"",\""Sagelie speltab: aktivitet.\"",\""Showet betyr aktivt vaatamist.\""]"",""study.examples"":""[{\""de\"":\""Ich schaue fern.\"",\""lv\"":\""Ma vaatan telerit.\""},{\""de\"":\""Wir schauen aus dem Fenster.\"",\""lv\"":\""Me vaatame akanst velge.\""},{\""de\"":\""Ich schaue fern.\"",\""lv\"":\""Ma vaatan telerit.\""}]"",""study.comparison"":""[{\""word\"":\""schauen\"",\""meaning\"":\""Vaatama (aktivt)\"",\""example\"":\""Ich schaue aus dem Fenster. – Ma vaatan akanst velge.\""},{\""word\"":\""sehen\"",\""meaning\"":\""Hensikt\"",\""example\"":\""Ich sehe dich. – Ma näen synd.\""}]"",""study.tip"":""[\""schauen = horfa\"",\""Notaðu schauen þegar samhengið passar við þessa merkingu.\""]"",""study.important"":""[\""schauen = horfa.\"",\""Virkt horfa eða skoða.\""]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""lv"":""horfa"",""study.translation"":""horfa"",""study.explanation"":[""Meginhugsun: schauen þýðir að horfa eða líta."",""Schauen leggur áherslu á virka athygli."",""Oft notað með fern (sjónvarp) eða aus dem Fenster."",""sehen getur verið að sjá án sérstakrar athygli.""],""study.examples[0].lv"":""Ég horfi í sjónvarp."",""study.examples[1].lv"":""Við horfum út gluggann."",""study.examples[2].lv"":""Ég horfi í sjónvarp."",""study.comparison[0].meaning"":""horfa (virkt)"",""study.comparison[0].example"":""Ich schaue aus dem Fenster. – Við horfum út gluggann."",""study.comparison[1].meaning"":""sjá"",""study.comparison[1].example"":""Ich sehe dich. – Ég sé þig."",""study.tip[0]"":""schauen = horfa"",""study.tip[1]"":""Notaðu schauen þegar samhengið passar við þessa merkingu."",""study.important[0]"":""schauen = horfa."",""study.important[1]"":""Virkt horfa eða skoða.""}","IS schauen composite: ET/NO Klokke/vaatan→horfa throughout lv/study for skatīties look. DE untouched.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-100","bf92673aef168f25","bf92673aef168f259a00e51f55b02077663c86df4ed9c720921da7ce03a470fd","DISC-G2-A1-IS-L0018","g2/a1/is|schicken|idx:511|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","schicken|idx:511","lv","sūtīt","schicken","","Saatma","Saatma","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""senda""}","IS schicken lv: ET Saatma→senda for sūtīt to send. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","304231305050b701","304231305050b701a36e38794d93bb33d4b88de575d64772572a658ac1663a45","DISC-G2-A1-IS-L0019","g2/a1/is|schlafen|idx:512|lv|MEANING_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","schlafen|idx:512","lv","gulēt","schlafen","","Mage","Mage","PASS","","MEANING_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""sofa""}","IS schlafen lv: NO Mage→sofa for gulēt sleep. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-165","fe5a01fa43f6b646","fe5a01fa43f6b646b095bfc890fef1b7546a93a2e4f79215e581258bff441829","DISC-G2-A1-IS-L0020","g2/a1/is|schlecht|idx:513|lv|MEANING_ERROR|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","schlecht|idx:513","lv","slikts","schlecht","","Halb","Halb","PASS","","MEANING_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""slæmur""}","IS schlecht lv: ET Halb→slæmur for slikts bad. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","25d43462c27783af","25d43462c27783afaa9aa451fd2905ba0728697d3d86b827290071f6cae83b97","DISC-G2-A1-IS-L0021","g2/a1/is|Schlüssel|idx:514|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Schlüssel|idx:514","lv","atslēga","Schlüssel","","Võti","Võti","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""lykill""}","IS Schlüssel lv: ET Võti→lykill for atslēga key. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-099","a8d8eecd418a56f7","a8d8eecd418a56f78e7d9251337fb9fc91caa5210158189eea479908d311ea1b","DISC-G2-A1-IS-L0022","g2/a1/is|schmecken|idx:515|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","schmecken|idx:515","lv","garšot","schmecken","","Maitsma","Maitsma","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""bragðast""}","IS schmecken lv: ET Maitsma→bragðast for garšot to taste. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
