source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,provenance_type
"BATCH-105","13312d306c7f1778","13312d306c7f1778b94ab5d2d9d3419628e5c84e2dbeb4f55d5617950aae31bd","DISC-G2-A1-MK-L0012","g2/a1/mk|Banane|idx:72|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Banane|idx:72","lv","banāns","Banane","","Банана","Банана","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Banane/lv: «Банана» is the expected Macedonian fruit term for banana/banāns.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","5c5b4ae271715953","5c5b4ae271715953ea4d8f9aad056040ae43f1536e10b341b9189f142113dc4c","DISC-G2-A1-MK-L0019","g2/a1/mk|Bein|idx:80|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Bein|idx:80","lv","kāja","Bein","","Нога","Нога","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Bein/lv: «Нога» correctly maps leg/kāja.","INDIVIDUAL_LINGUISTIC"
"BATCH-107","eff92360b734be13","eff92360b734be1303e9220b81b6cd5fcda0822c64e6fffcfb787cd854addc24","DISC-G2-A1-MK-L0020","g2/a1/mk|Beispiel|idx:81|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Beispiel|idx:81","lv","piemērs","Beispiel","","Пример","Пример","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Beispiel/lv: «Пример» is standard Macedonian for example/piemērs.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","e0f176342de12032","e0f176342de1203226a981fe3f1193539f01aaa959b1611162c305e2186d0121","DISC-G2-A1-MK-L0023","g2/a1/mk|Berg|idx:84|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Berg|idx:84","lv","kalns","Berg","","Планина","Планина","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Berg/lv: «Планина» appropriately renders mountain/kalns.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","0a240560a29d8abc","0a240560a29d8abc34fbe0562b3213fd99cf3b6cb46a60aef79f19254eec72b0","DISC-G2-A1-MK-L0003","g2/a1/mk|Besuch|idx:87|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Besuch|idx:87","lv","apmeklējums","Besuch","","посета","посета","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Besuch/lv: «посета» is valid Macedonian noun for visit/apmeklējums (lowercase acceptable in data).","INDIVIDUAL_LINGUISTIC"
"BATCH-105","19bf223f3d15ad26","19bf223f3d15ad26e0551c3dab10c6ffd51edfbc2639db9d6954a24b7e0a6afd","DISC-G2-A1-MK-L0004","g2/a1/mk|besuchen|idx:89|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","besuchen|idx:89","lv","apmeklēt","besuchen","","посети","посети","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK besuchen/lv: «посети» is correct Macedonian verb for to visit/apmeklēt.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","a4a1d90000ed654a","a4a1d90000ed654abda8790c52f10e168e05dfa022d315957b1b40179cdfc800","DISC-G2-A1-MK-L0005","g2/a1/mk|bis|idx:91|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","bis|idx:91","lv","līdz","bis","","До","До","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK bis/lv: «До» correctly translates until/up to/līdz.","INDIVIDUAL_LINGUISTIC"
"BATCH-107","f105e419a55239c8","f105e419a55239c8a160126a82fc8d286fc31f07676971700424e40772faab2e","DISC-G2-A1-MK-L0008","g2/a1/mk|E-Mail|idx:159|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","E-Mail|idx:159","lv","e-pasts","E-Mail","","Е-пошта","Е-пошта","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK E-Mail/lv: «Е-пошта» is idiomatic Macedonian for email/e-pasts.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","a6edb2f77512f852","a6edb2f77512f85220468ca8c8b07921f36c4d90a194a9524a242f8ca020b329","DISC-G2-A1-MK-L0003","g2/a1/mk|Ecke|idx:152|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Ecke|idx:152","lv","stūris","Ecke","","Агол","Агол","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Ecke/lv: «Агол» correctly maps corner/stūris.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","84c6a52c8e77cdd8","84c6a52c8e77cdd83d655eace7f94b8ba34d18d7b268fc2629e33fe947658b0d","DISC-G2-A1-MK-L0006","g2/a1/mk|eins|idx:156|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","eins|idx:156","lv","viens","eins","","Еден","Еден","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK eins/lv: «Еден» is the Macedonian numeral for one/viens.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","21b40d56a3414d6d","21b40d56a3414d6d54a664d06303375dee47898e9adbf6b5fb9bd71706633f84","DISC-G2-A1-MK-L0009","g2/a1/mk|Eltern|idx:160|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Eltern|idx:160","lv","vecāki","Eltern","","Родители","Родители","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Eltern/lv: «Родители» correctly translates parents/vecāki.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","a8c77a827dcf5c8f","a8c77a827dcf5c8f118ebca685ce836b4273a9a2a79aa3121797b34fa6ee47e6","DISC-G2-A1-MK-L0010","g2/a1/mk|Ende|idx:161|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Ende|idx:161","lv","beigas","Ende","","Крај","Крај","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Ende/lv: «Крај» appropriately renders end/beigas.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","5bb15545ff90648e","5bb15545ff90648e9d8f2b0d1c73dd84fa0dfb8ad8d458d50a453c6e34ae38ab","DISC-G2-A1-MK-L0011","g2/a1/mk|er|idx:162|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","er|idx:162","lv","viņš","er","","Тој","Тој","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK er/lv: «Тој» is correct Macedonian pronoun for he/viņš.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","0498bd573ae32366","0498bd573ae32366af0a68c84e7d6ece423af0c8cc93252949e918bff80d9af5","DISC-G2-A1-MK-L0012","g2/a1/mk|Erbse|idx:163|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Erbse|idx:163","lv","zirnis","Erbse","","Грашок","Грашок","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Erbse/lv: «Грашок» is standard Macedonian for pea/zirnis.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","aba28c40c91c2ee3","aba28c40c91c2ee36cadc2c657d6917d647174c0c9212f762de22415cd6bc1c6","DISC-G2-A1-MK-L0016","g2/a1/mk|Erdbeere|idx:76|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Erdbeere|idx:76","lv","zemene","Erdbeere","","Јагода","Јагода","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Erdbeere/lv: «Јагода» correctly translates strawberry/zemene.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","9fd8508423434ed3","9fd8508423434ed36a52e25787633e81d18300d96488225eb1feb0929dfc4de3","DISC-G2-A1-MK-L0023","g2/a1/mk|Fehler|idx:179|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Fehler|idx:179","lv","kļūda","Fehler","","Грешка","Грешка","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Fehler/lv: «Грешка» is the expected Macedonian noun for error/kļūda.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","5e00c1ac09680344","5e00c1ac096803445e3c1afd1d78f67ae98b2bf624b335e75d213d846ba463de","DISC-G2-A1-MK-L0024","g2/a1/mk|Fenster|idx:180|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Fenster|idx:180","lv","logs","Fenster","","Прозорец","Прозорец","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Fenster/lv: «Прозорец» correctly translates window/logs in Macedonian Cyrillic.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","e4aa0763fc541290","e4aa0763fc541290a754a07d5cfc19496f18cc5f27eaec907046a8c23ce1f4ec","DISC-G2-A1-MK-L0004","g2/a1/mk|Film|idx:185|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Film|idx:185","lv","filma","Film","","Филм","Филм","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Film/lv: «Филм» is standard Macedonian for film/filma.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","2879792fd2226816","2879792fd2226816fbb1d62e432e539ec27a5191b311be24a4e2ef29070124d1","DISC-G2-A1-MK-L0007","g2/a1/mk|Fisch|idx:189|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Fisch|idx:189","lv","zivs","Fisch","","Риба","Риба","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Fisch/lv: «Риба» accurately maps fish/zivs.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","044b6f5c659494ba","044b6f5c659494ba4477b3e302adb40db488ddd62fc689dc4a80b8c89db70bda","DISC-G2-A1-MK-L0008","g2/a1/mk|Flasche|idx:190|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Flasche|idx:190","lv","pudele","Flasche","","Шише","Шише","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Flasche/lv: «Шише» is the expected Macedonian noun for bottle/pudele.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","06d41fbb085cbefb","06d41fbb085cbefb8f1adfa242d18a1af2a7656e3a810afa315852d6b9b12416","DISC-G2-A1-MK-L0011","g2/a1/mk|Flugzeug|idx:193|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Flugzeug|idx:193","lv","lidmašīna","Flugzeug","","Авион","Авион","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Flugzeug/lv: «Авион» correctly renders airplane/lidmašīna.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","d3be7447d8af03c8","d3be7447d8af03c82eee1b9b7fc87f651956399ab5e38110743afcb8ea5a6332","DISC-G2-A1-MK-L0012","g2/a1/mk|Fluss|idx:194|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Fluss|idx:194","lv","upe","Fluss","","Река","Река","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Fluss/lv: «Река» is appropriate Macedonian for river/upe.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","6b11320ac62cd358","6b11320ac62cd3587d75a42851939e9d836c7581370d3317ff8e58e748e02be1","DISC-G2-A1-MK-L0022","g2/a1/mk|früh|idx:205|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","früh|idx:205","lv","agrs","früh","","Рано","Рано","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK früh/lv: «Рано» correctly translates early/agrs.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","afc5ffe676e7a54f","afc5ffe676e7a54f483cb5810515d60b642e9ceb9d96881eb126275edcf5dcbc","DISC-G2-A1-MK-L0023","g2/a1/mk|Frühling|idx:206|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Frühling|idx:206","lv","pavasaris","Frühling","","Пролет","Пролет","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Frühling/lv: «Пролет» is standard Macedonian for spring/pavasaris.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","dd59a391efa90838","dd59a391efa90838b0b8eb401da81eca3c34e1fb844dd41b804ee5199c0dcdb2","DISC-G2-A1-MK-L0001","g2/a1/mk|Glas|idx:241|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Glas|idx:241","lv","glāze","Glas","","Чаша","Чаша","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Glas/lv: «Чаша» correctly maps glass/glāze in everyday usage.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","5c3c546c880e2ca9","5c3c546c880e2ca91f4034cda32779cfa29d5eb6f9745bd1197f183aea49a96a","DISC-G2-A1-MK-L0005","g2/a1/mk|Gramm|idx:246|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Gramm|idx:246","lv","grams","Gramm","","Грам","Грам","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Gramm/lv: «Грам» is acceptable Macedonian for gram/grams.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","b85ea57503ec9ea2","b85ea57503ec9ea2503aeb09e8d17c7ce03fccc9614d95de246ad0efcb469783","DISC-G2-A1-MK-L0006","g2/a1/mk|Grammatik|idx:247|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Grammatik|idx:247","lv","gramatika","Grammatik","","Граматика","Граматика","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Grammatik/lv: «Граматика» correctly translates grammar/gramatika.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","9b6f216bb11c11db","9b6f216bb11c11db662a265b2ad1c35b28ed0dec7a7dada1f5b8107e7a7f3218","DISC-G2-A1-MK-L0007","g2/a1/mk|Gras|idx:248|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Gras|idx:248","lv","zāle","Gras","","Трева","Трева","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Gras/lv: «Трева» appropriately renders grass/zāle.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","ccc27531001348f6","ccc27531001348f65d553883e2e56b5c8bd350c0bd388af2573d8282d8889050","DISC-G2-A1-MK-L0008","g2/a1/mk|grau|idx:249|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","grau|idx:249","lv","pelēks","grau","","Сив","Сив","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK grau/lv: «Сив» is the Macedonian adjective for gray/pelēks.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","de8a21bbae5b4997","de8a21bbae5b4997cbf5ad3287ae63ff914482691ea249f4d5fa0d80fa08d4e4","DISC-G2-A1-MK-L0009","g2/a1/mk|Großmutter|idx:252|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Großmutter|idx:252","lv","vecmāmiņa","Großmutter","","Баба","Баба","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Großmutter/lv: «Баба» is idiomatic Macedonian for grandmother/vecmāmiņa.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","71e266526b23c1a5","71e266526b23c1a56bb9e0a91745697bea00501d19f2c6bba248658af0a783d0","DISC-G2-A1-MK-L0010","g2/a1/mk|Großvater|idx:253|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Großvater|idx:253","lv","vectētiņš","Großvater","","Дедо","Дедо","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Großvater/lv: «Дедо» is idiomatic Macedonian for grandfather/vectētiņš.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","129b2afef95be6c9","129b2afef95be6c9745193567cdb7c04788e023488205e2d76a6ba1db22f533c","DISC-G2-A1-MK-L0012","g2/a1/mk|Gruppe|idx:255|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Gruppe|idx:255","lv","grupa","Gruppe","","Група","Група","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Gruppe/lv: «Група» correctly translates group/grupa.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","89b960f503bbc79d","89b960f503bbc79dd5e9fdb0a59bd96197498cbfd69df5c6b3bd2ac8ea5f8bf9","DISC-G2-A1-MK-L0013","g2/a1/mk|Gruß|idx:256|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Gruß|idx:256","lv","sveiciens","Gruß","","Поздрав","Поздрав","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Gruß/lv: «Поздрав» appropriately maps greeting/sveiciens.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","075b9faef89110fc","075b9faef89110fcf54bd22dc042fc3407d18f644b0153886900d06034e76118","DISC-G2-A1-MK-L0015","g2/a1/mk|Gurke|idx:258|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Gurke|idx:258","lv","gurķis","Gurke","","Краставица","Краставица","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Gurke/lv: «Краставица» is valid Macedonian for cucumber/gurķis.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","d985bf6c11162bbc","d985bf6c11162bbc6aacb5825ed675c644ae8eb8b5d67596bed04832f9ce6dd8","DISC-G2-A1-MK-L0016","g2/a1/mk|Haar|idx:260|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Haar|idx:260","lv","mats","Haar","","Коса","Коса","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Haar/lv: «Коса» correctly translates hair/mats.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","973ff3f413515704","973ff3f413515704eccc44324e261646d4b393b46a954bfede4272876cbb4738","DISC-G2-A1-MK-L0024","g2/a1/mk|Handy|idx:271|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Handy|idx:271","lv","mobilais tālrunis","Handy","","Мобилен телефон","Мобилен телефон","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Handy/lv: «Мобилен телефон» fully renders mobile phone/mobilais tālrunis.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","2f024afffdc2aa59","2f024afffdc2aa59518dd615e48885f1b890d1911f29d4c2bd45f16b96f3fdfc","DISC-G2-A1-MK-L0008","g2/a1/mk|Sauna|idx:67|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Sauna|idx:67","lv","sauna","Sauna","","Сауна","Сауна","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Sauna/lv: «Сауна» is a direct valid Macedonian loan for sauna.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","2e141a78f3ff3942","2e141a78f3ff39427fa8aa0c6012d0de6e21310ac0bb49a9587b1743b2295add","DISC-G2-A1-MK-L0007","g2/a1/mk|Schwimmbad|idx:66|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Schwimmbad|idx:66","lv","peldbaseins","Schwimmbad","","Базен","Базен","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Schwimmbad/lv: «Базен» acceptably abbreviates swimming pool/peldbaseins at A1.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","36c9009c1f6236a5","36c9009c1f6236a528985a9bb385eb09307332c81b79ac8e737ca23c05abe9aa","DISC-G2-A1-MK-L0007","g2/a1/mk|Socke|idx:560|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Socke|idx:560","lv","zeķe","Socke","","Чорап","Чорап","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Socke/lv: «Чорап» correctly translates sock/zeķe.","INDIVIDUAL_LINGUISTIC"
