id,language,key,lvSource,current,ownerStatus,newValue,crowdinLock,lockEnforced,crowdinProtection,reasonCategory,ownerReason,sourceManifestStatus,jsonUiMatch,currentEqualsLvSource
"89","bs","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"90","bs","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"91","bs","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"92","bs","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"93","bs","verb.infinitiv","Infinitiv","Infinitiv","NELABOT","Infinitiv","YES","NO","PENDING_APPROVAL","LATIN_GRAMMAR","Rakstība “Infinitiv” ir pareizs mērķvalodas termins vai apzināti saglabāts vācu gramatikas apzīmējums.","NELABOT_CANDIDATE","true","true"
"94","sr","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","OWNER_REVIEW_REQUIRED","true","true"
"95","sr","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"96","sr","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","OWNER_REVIEW_REQUIRED","true","true"
"97","hr","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","OWNER_REVIEW_REQUIRED","true","true"
"98","hr","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"99","hr","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","OWNER_REVIEW_REQUIRED","true","true"
"100","sk","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"101","sk","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"102","sk","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"103","sk","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"104","sk","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"105","sk","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"106","sk","verb.infinitiv","Infinitiv","Infinitiv","LABOT","Infinitív","NO","NO","NOT_APPLICABLE","REAL_UNTRANSLATED","Mērķvalodā terminam ir sava lokalizēta forma; identiskā vācu forma nav OWNER lock.","NELABOT_CANDIDATE","true","true"
"107","cs","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"108","cs","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"109","cs","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"110","cs","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"111","cs","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"112","cs","verb.infinitiv","Infinitiv","Infinitiv","NELABOT","Infinitiv","YES","NO","PENDING_APPROVAL","LATIN_GRAMMAR","Rakstība “Infinitiv” ir pareizs mērķvalodas termins vai apzināti saglabāts vācu gramatikas apzīmējums.","NELABOT_CANDIDATE","true","true"
"113","fi","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"114","fi","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"115","fi","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"116","fi","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"117","fi","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"118","fi","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"119","fi","verb.infinitiv","Infinitiv","Infinitiv","LABOT","Infinitiivi","NO","NO","NOT_APPLICABLE","REAL_UNTRANSLATED","Mērķvalodā terminam ir sava lokalizēta forma; identiskā vācu forma nav OWNER lock.","NELABOT_CANDIDATE","true","true"
"120","sv","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"121","sv","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"122","sv","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"123","sv","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"124","sv","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"125","sv","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"126","sv","verb.infinitiv","Infinitiv","Infinitiv","NELABOT","Infinitiv","YES","NO","PENDING_APPROVAL","LATIN_GRAMMAR","Rakstība “Infinitiv” ir pareizs mērķvalodas termins vai apzināti saglabāts vācu gramatikas apzīmējums.","NELABOT_CANDIDATE","true","true"
"127","nb","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"128","nb","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"129","nb","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"130","nb","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"131","nb","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"132","nb","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"133","nb","verb.infinitiv","Infinitiv","Infinitiv","NELABOT","Infinitiv","YES","NO","PENDING_APPROVAL","LATIN_GRAMMAR","Rakstība “Infinitiv” ir pareizs mērķvalodas termins vai apzināti saglabāts vācu gramatikas apzīmējums.","NELABOT_CANDIDATE","true","true"
"134","nn","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"135","nn","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"136","nn","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"137","nn","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"138","nn","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"139","nn","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"140","nn","verb.infinitiv","Infinitiv","Infinitiv","NELABOT","Infinitiv","YES","NO","PENDING_APPROVAL","LATIN_GRAMMAR","Rakstība “Infinitiv” ir pareizs mērķvalodas termins vai apzināti saglabāts vācu gramatikas apzīmējums.","NELABOT_CANDIDATE","true","true"
"141","da","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"142","da","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"143","da","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"144","da","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"145","da","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"146","da","verb.infinitiv","Infinitiv","Infinitiv","NELABOT","Infinitiv","YES","NO","PENDING_APPROVAL","LATIN_GRAMMAR","Rakstība “Infinitiv” ir pareizs mērķvalodas termins vai apzināti saglabāts vācu gramatikas apzīmējums.","NELABOT_CANDIDATE","true","true"
"147","nl","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"148","nl","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"149","nl","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"150","nl","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"151","nl","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"152","nl","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"153","nl","verb.infinitiv","Infinitiv","Infinitiv","LABOT","Infinitief","NO","NO","NOT_APPLICABLE","REAL_UNTRANSLATED","Mērķvalodā terminam ir sava lokalizēta forma; identiskā vācu forma nav OWNER lock.","NELABOT_CANDIDATE","true","true"
"154","lb","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"155","lb","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"156","lb","kurss.lessonItems.17.menuDesc","mit + Dativ, womit / mit wem un Umlaut.","mit + Dativ, womit / mit wem un Umlaut.","LABOT","mit + Dativ, womit / mit wem an Umlaut.","NO","NO","NOT_APPLICABLE","REAL_UNTRANSLATED","Tekstā saglabājies LV savienojums; vācu pedagoģijas termini paliek, bet saikļi/prievārdi jālokalizē luksemburgiešu valodā.","NELABOT_CANDIDATE","true","true"
"157","lb","kurss.lessonItems.18.menuDesc","wohin / wo, Akkusativ vai Dativ ar an / in / auf.","wohin / wo, Akkusativ vai Dativ ar an / in / auf.","LABOT","wohin / wo, Akkusativ oder Dativ mat an / in / auf.","NO","NO","NOT_APPLICABLE","REAL_UNTRANSLATED","Tekstā saglabājies LV savienojums; vācu pedagoģijas termini paliek, bet saikļi/prievārdi jālokalizē luksemburgiešu valodā.","NELABOT_CANDIDATE","true","true"
"158","lb","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"159","lb","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"160","lb","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"161","lb","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"162","lb","verb.infinitiv","Infinitiv","Infinitiv","NELABOT","Infinitiv","YES","NO","PENDING_APPROVAL","LATIN_GRAMMAR","Rakstība “Infinitiv” ir pareizs mērķvalodas termins vai apzināti saglabāts vācu gramatikas apzīmējums.","NELABOT_CANDIDATE","true","true"
"163","fr","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"164","fr","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"165","it","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"166","it","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"167","it","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"168","it","kurss.lessonItems.21.menuDesc","woher / wohin / wo, von / aus / mit + Dativ.","woher / wohin / wo, von / aus / mit + Dativ.","NELABOT","woher / wohin / wo, von / aus / mit + Dativ.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"169","it","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
"170","it","verb.hintSessionProgress","{label}: {current} / {total}. {tap}","{label}: {current} / {total}. {tap}","NELABOT","{label}: {current} / {total}. {tap}","YES","NO","PENDING_APPROVAL","PLACEHOLDER","Virkne sastāv tikai no placeholderiem un pieturzīmēm; lokalizētais teksts tiek ievietots caur placeholderiem.","NELABOT_CANDIDATE","true","true"
"171","it","verb.infinitiv","Infinitiv","Infinitiv","LABOT","Infinito","NO","NO","NOT_APPLICABLE","REAL_UNTRANSLATED","Mērķvalodā terminam ir sava lokalizēta forma; identiskā vācu forma nav OWNER lock.","NELABOT_CANDIDATE","true","true"
"172","es","direction.deToNative","🔄 DE ➔ {code}","🔄 DE ➔ {code}","NELABOT","🔄 DE ➔ {code}","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"173","es","direction.nativeToDe","🔄 {code} ➔ DE","🔄 {code} ➔ DE","NELABOT","🔄 {code} ➔ DE","YES","NO","PENDING_APPROVAL","DE_CODE","Tehnisks virziena indikators; DE kods un {code} placeholder ir apzināti vienādi.","NELABOT_CANDIDATE","true","true"
"174","es","kurss.lessonItems.19.menuDesc","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","NELABOT","Wechselpräpositionen: vor, hinter, unter, über, neben, zwischen.","YES","NO","PENDING_APPROVAL","GERMAN_PEDAGOGY","Virkne satur vācu valodas mācību terminus/piemērus; nav palicis tulkojams LV teksts.","NELABOT_CANDIDATE","true","true"
"175","es","study.table.german","DE","DE","NELABOT","DE","YES","NO","PENDING_APPROVAL","DE_CODE","DE ir vācu valodas kolonnas kods.","NELABOT_CANDIDATE","true","true"
