finding_stable_ids,escalation_batch_id,decision_target_key,non_owner_identity_hash,unresolved_category,owner_status_before,owner_decision_before,owner_note_before_prefix,owner_status_after,owner_decision_after,owner_note_after_prefix,decision_rule,decision_provenance
"g2/a1/is|Text|idx:597|lv|TRANSLATION_ERROR|gpt-5.6-luna","ESC-026","9d542e5dd1ab3631e2a555f796870c20cdc53d337c723c388069de94fdf94c73","82038ff548f0c4b7795a9b904a8f37e7c8c36288c49cf15fc2882e052fcc7031","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Tier|idx:598|lv|TRANSLATION_ERROR|gpt-5.6-luna","ESC-026","c335960e439fe48f57f8cae25c63632d484db46b8a085f013af425a12134abb7","beadb76287075fffa342c5f980d3a55e5fa28fbb2def578990c6f763ef15c9fd","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Tisch|idx:599|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-027","d2eb1260551d7011abe31d5dbc02cf59e416f3fe786ce59f6561d36f5f35e313","2af8c33a891526b5f1bfc35e942b7820bd1eb163b90d44ae327172f4d4c993b8","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Tochter|idx:600|lv|TRANSLATION_ERROR|gpt-5.6-luna","ESC-027","c981569fb203018787acf8c234e6761751755af57909b911ac65a5a41801adaf","5c7af0def6077391d83af9a1f470fc442c590b01dbe963d1ed28c6393d9a5b37","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Toilette|idx:601|lv|MISTRANSLATION|gpt-5.6-luna","ESC-027","f421943f3e498c002846ade48194d21df5dd04121d07a9d7b55d77afd0430163","f6e7dcd051943a986001fdbf37d88ef6bb5cf708bd69c42ffd7c33aacb83ab07","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Tomate|idx:602|lv|TRANSLATION_ERROR|gpt-5.6-luna","ESC-027","4d9c20861a783ec66148cd12f0905685d45e226075d6e97106670213e3c514db","ef20c3a350d8709840d715f8454aff66d508458eccf03763ec290974bd878e38","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Treppe|idx:603|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-027","ff0c020fa2c097f55b498609bc21721060c7e526e510f116af455c18553bf446","b20f0200f8fa60c943f8fd2078f5b42bafb414d2f62a7a215780ec5d3d6cedaa","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Tür|idx:606|lv|TRANSLATION_ERROR|gpt-5.6-luna","ESC-027","28eb43ebb5a4eaed3bb50d04781dad3a2661359f1a3ab6d811b2adf117c5da64","4438c8976c3e2b6fedc304c2db84d4cdcc7cff3de1a8af26cbb104172ace033e","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Vase|idx:616|lv|TRANSLATION_ERROR|gpt-5.6-luna","ESC-027","0f4a59bb5e72e795356c02b9bcc37c656dd4dc2ea98684d598b44c9407ae59f3","f1c77ed81c164a515e825aeee6302feb21b2519d770f2dd903306a4ca986cb17","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Vogel|idx:632|lv|MISTRANSLATION|gpt-5.6-luna","ESC-027","f813f8a06337b83e23951c125b76350013efe42a2c58bbdfe71e6cdfcf7df78f","c0f6ee4bbc457a7ec0e2892bfee15d5f2641295d3f345c71ef5a6a5e19db9b85","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Vorname|idx:637|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-027","4ee89c8f69c66855efb59df27d55bd06f4e9bb6b154cbba9c9e7e7d7eb2e006a","1277448434629f260e4863eeb1697bc8c098ea03ce94fa707fee26c8ea9c0518","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Wald|idx:638|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","ESC-027","595eadcfb13ea6239cd7cb02f1edd9097b0875ebbd388c269522f65408f74ce7","ebced2e232d967a7ee1138ce49e9238563263afd988e816e97f68ab74aea792e","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Wand|idx:639|lv|MISTRANSLATION|gpt-5.6-luna","ESC-027","0bf12a4772d01a12aebd34de38ae55b6f1828719104fc1f70baf8f0fd36d8749","92c05e8ba87db4308c2977f88017fdb30fbc5f2672512d552ac04e56d0589553","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Wasser|idx:2|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-027","9fd528ba5ea25e20388656cf883e9eef362db8755292c916bdc7c08cdf79810e","8dd20641969c2d7936fc6468c0708996ec00979cf464a659d73ad2dbfbe2ef12","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Weg|idx:647|lv|WRONG_TRANSLATION|gpt-5.6-luna","ESC-027","9542e94260b274dbe80fc8c6f2eb0aec97b32445d216577872f14cff937196b7","a5d8ba69b75e5ca94356387d9bf965262eb281cd478cb0a8f4b26d60d56294fc","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Weihnachten|idx:648|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-027","7db46f0ea408aedc17863b84d320ef7abdd728ad5d7f32cda1857afab37ba3a3","1122aef6e94d63952f7e477fd7a43228f96377e03bdb378b438e9350c525f6bd","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Wein|idx:649|lv|WRONG_TRANSLATION|gpt-5.6-luna","ESC-027","2ee1505819045f7f0b59e3a6b54b8c805a2bfb7770bf4b17e5557f3de09d9486","ca0d43d73ac992d40e6d7f3ac83e96ecb6e319c0dc99a8e330d376981905a9a3","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Welt|idx:653|lv|WRONG_LANGUAGE|gpt-5.6-luna","ESC-027","381748ae365158cf642424d44698af757d9d87df45c79a3ef5c138b0dccbeeca","65bbaaa7fcacf66a971d57e96cb3f686291de7671e7a4c3c7ea81ee4c71e564f","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Wetter|idx:658|study.explanation|LANGUAGE_MIXING|gpt-5.6-luna","ESC-027","06a3b96f5085315542f57133ae50b36b12fc58fe6e5ced79e1cf3e0485c8d6d0","14c05fbbe8f2f3ba95d11d1eba41bd1a1e13c8cb5f17a7a728307130eca4d820","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXACT_FIELD buc","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Wind|idx:663|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","ESC-027","82512c0d34674bd6bf3a901f83f9536d5804edd72f7fa495663e3c108e922207","abf59b183440d384e49bd5639d6de04c44967c83f8f7ddde88ad0877bc22a670","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Wochenende|idx:181|lv|MISTRANSLATION|gpt-5.6-luna","ESC-027","380a8238a4fa3acd0b0122d7cfdb9ad7ede2d93f338712b2ddd087b3dab03a15","b25a30a9f57526814d69a52347f55fdfa0b41fc1816e41b333d369aa54b52891","SEMANTIC_MEANING_REVIEW_REQUIRED","DECIDED","NELABOT","TARGET_VALUE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_","SEMANTIC_TARGET_VALUE_VALID","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Zigarette|idx:664|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","ESC-027","cd85d0bccee1e930ebd0f1900c201d7d32eb10a6de039b53ee954da887a218ac","760e646c8a3d7f0fa726255c9f61b4596ff9f148551dd091f9fea3b68442a90c","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Zimmer|idx:665|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","ESC-027","465ab2ea8fb22b08f4c25281b72f2a3f3e4ae5ff97c61be2a8ca5a1b740a9641","319f4fb4564a1c0251b2bcf427d29a965d0634052f53dddb9f689fe9437c87aa","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Zitrone|idx:666|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","ESC-027","65f03c9aaa0db803b6c5ed0d6a67933950246b3896b199b31e3e18962ffb14b3","aaea6a267c354aeea149697e4a023dc3db2439aa99b0a67498cd3d7f22208282","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Zoo|idx:667|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","ESC-027","f4a58e81717061414e1a8fc9d2f7164b8a493cf42fb60ce345f28b48fbf4d722","a9241ad5e2b967d869e401c083f91fd121096b16997c77b66e9a6eced1da706b","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Zucker|idx:669|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-027","f541585a7067b6837e304bb2dfd5f7232d4fedd0a36002ef6bfb329a50ee28b3","513b73d659fc080f971b2df33d5f42088c848b78a1911706e9172f33ab041550","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Zug|idx:671|study.explanation|LANGUAGE_MIXING|gpt-5.6-luna","ESC-027","09ef63f2198e36ec3ac833985fa38ab880a9822ca28fe143dd5046c1a50de230","448f7f558b26884a6c8e9a07d403eef77ba5aa5e22f54074e1c7024451fc236e","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXACT_FIELD buc","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|Zwiebel|idx:683|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","ESC-027","73ca385408c2b71b6d54ec7c1eee774990483200f355a05ae76c3ff067053d72","a0c6ac7b04067bcfbb8afb5cb2bb249ec81d3f214dd42ad5f65db3fa83f9ce44","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","TARGET_LANGUAGE_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_","TARGET_LANGUAGE_PRESENCE","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-aber|a1.card.a1-aber.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","614b88de823ef96df77dbc064102f26c92ff24a48694cbdf54225878fa773ad1","831c001a704ce2e3ec058fd999b605db0e5b52e8c65a5b87ab5054a731a48a5c","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-ab|a1.card.a1-ab.study.comparison[1].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","6784411d82bc1a8a160d152c96824d07e19ae3dd2d8a3537c7d5e32515ea0750","34c493551873787be98b80058c5091968af186c367f51b6adeb4846195ffe43b","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-also|a1.card.a1-also.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","669b739c837aeace0b5423b506f515ba4d850e6f8ffacb5f9456ede903d268ab","9b95fad46511966799a18cda3866f5576b705102bb647534e86b3288b490a6b4","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-an|a1.card.a1-an.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","e11730e1d5d07648f5140189208e49a4feeb49faec38cf6e715cd4b5ad48de00","eb0fac052dc344f6c41a93ffe8c82b5bd526a2e0931adb8dd691a5299736b69e","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-an|a1.card.a1-an.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","9c1185ecb9c5361fb82053a684e759257251e86e7844aceec7426e34adb8e664","c9604d945f6fe657dc63514d27e8ac8a522b7023b6fb4b67aaf1edc3ef8ce6e2","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-aufs|a1.card.a1-aufs.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","625049e436495418ba17e83be28b6361af4059ee47036d905a8e6c974c279334","75fcdef966fc2b5b4d45ec45ae049507f6a8b308616d297d7dd82baf8468fd7c","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-aufs|a1.card.a1-aufs.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","594fd456592c841cd42c205a54dba6ce99451cc6d3b131b73e02f437f4f11e7d","4c54019ae27f100a97718c878e8ad5fcf8ad86955ca301aebf2ea3be706e78f3","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-aus|a1.card.a1-aus.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","5e8c088d81b68d98c630f230291501ed155ea2ad4fbc9b10584d34097af36097","f3bd1b1ad45df51e514017dedd0c5aa04d309a2b17e9949518bfb3fdfd604943","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-aus|a1.card.a1-aus.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","0b0129d92256c568eadedcbfe96182d394c9986aecf17f534014cba47fa7e556","dbb87f27a41d854439691b6adb6c0295d29ded6e1d7a1ea54dc8f8c3ff19d240","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-besuchen|a1.card.a1-besuchen.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","667cd72b462c99039f318e65f5b605d478569205b8e27500ede2b00f43f25ff1","50f85d0cc7e974443abca6278184690b4310399692bdd7909387b353c5384442","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-besuch|a1.card.a1-besuch.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","a997900d165e2f86b725b3b89979dfa76986cd45a50aaf2bf61b8bfec268e5c7","b55d8e48d74b34ea58ef3b5f3afaf19f52f9358d234e5fdf7b5d94f31374bb6d","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-bringen|a1.card.a1-bringen.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","5a7907fd6f9a7237e8a4492b62a4c6ee1d089b2917a4c341cef12e09ddb57722","e71fb7b22754cef9e4832cca999ce648be9719189918cb35149816ae11aaf454","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-bringen|a1.card.a1-bringen.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","588685e116bd2493e0961e1c348252813e536e7a0ebc0aa762ef767d25e9346d","5e3826d8ab61f19d8de655d607772c2e511856ab26ac0031233d28c4d0e9e627","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-dass|a1.card.a1-dass.study.comparison[1].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","4d7355f4d7530e4c0d485e4d4d638ad32d5f6c07c2ea253a2040e5bc3d6e0b11","3ec60c7c39594436411b99c76b4ae549e69cc32eb2c4fa605df7fc3eb77c533d","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-das|a1.card.a1-das.study.comparison[2].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","56f90b714eb4b60b1384b0147f63696c90dece3b0de33452367b05fffb0ddb2f","0a64f991259f2dc2616f024400e4bce887b1075f1d8343553f014630857915c7","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-da|a1.card.a1-da.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","284aaebaaaab9190a28379746ce1801dd5181cd0990c779815a493baa252aeb7","89d0665e55b713ba5b564fbfa9b4f854b645198d88a77574ae49a03bc60409fd","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
"g2/a1/is|a1-einmal|a1.card.a1-einmal.native|MULTI_TRANSLATION|deterministic/multi-translation","ESC-020","7cfa5f49b4dfb5ac7f238710b73effe74d0a66dd3d9cad170572a50e12e8a615","32d0f6bf1ee78c3ea3e73c3120a8d26b48628814af5fab41d54752e35d26eac9","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","DECIDED","NELABOT","MULTI_TRANSLATION_VALID:","PENDING","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT","UNCHANGED_SINCE_DISCOVERY_SCALAR","AUTOMATIC_RULE_DECISION"
